compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,48,write,1.8850936889648438,8000000
,,hdf,48,write,0.3148789405822754,8000000
,,zarr,48,write,0.3627738952636719,8000000
,,hdf,48,write,0.41150903701782227,8000000
,,zarr,48,write,0.33736467361450195,8000000
,,hdf,48,write,0.30654382705688477,8000000
,,zarr,48,write,0.35355329513549805,8000000
,,hdf,48,write,0.20386672019958496,8000000
,,zarr,48,write,0.29891324043273926,8000000
,,hdf,48,write,0.18029999732971191,8000000
,,zarr,48,write,0.2593543529510498,8000000
,,hdf,48,write,0.17686820030212402,8000000
,,zarr,48,write,0.3973262310028076,8000000
,,hdf,48,write,0.20573019981384277,8000000
,,zarr,48,write,0.37064671516418457,8000000
,,hdf,48,write,0.2780721187591553,8000000
,,zarr,48,write,0.32633185386657715,8000000
,,hdf,48,write,0.38660216331481934,8000000
,,zarr,48,write,0.4084746837615967,8000000
,,hdf,48,write,0.27671170234680176,8000000
,,zarr,48,write,0.4011220932006836,8000000
,,hdf,48,write,0.14798927307128906,8000000
,,zarr,48,write,0.3694624900817871,8000000
,,hdf,48,write,0.1369178295135498,8000000
,,zarr,48,write,0.35244321823120117,8000000
,,hdf,48,write,0.572310209274292,8000000
,,zarr,48,write,0.3906712532043457,8000000
,,hdf,48,write,0.1703789234161377,8000000
,,zarr,48,write,0.350008487701416,8000000
,,hdf,48,write,0.2351980209350586,8000000
,,zarr,48,write,0.3853113651275635,8000000
,,hdf,48,write,0.2166299819946289,8000000
,,zarr,48,write,0.3661024570465088,8000000
,,hdf,48,write,0.19751954078674316,8000000
,,zarr,48,write,0.397169828414917,8000000
,,hdf,48,write,0.1518411636352539,8000000
,,zarr,48,write,0.44045448303222656,8000000
,,hdf,48,write,0.24241232872009277,8000000
,,zarr,48,write,0.3357844352722168,8000000
,,hdf,48,write,0.7646474838256836,8000000
,,zarr,48,write,0.43954014778137207,8000000
,,hdf,48,write,0.21676230430603027,8000000
,,zarr,48,write,0.3620586395263672,8000000
,,hdf,48,write,0.2210705280303955,8000000
,,zarr,48,write,0.3515470027923584,8000000
,,hdf,48,write,0.19342303276062012,8000000
,,zarr,48,write,0.4049694538116455,8000000
,,hdf,48,write,0.1983335018157959,8000000
,,zarr,48,write,0.34167051315307617,8000000
,,hdf,48,write,0.28910207748413086,8000000
,,zarr,48,write,0.39400577545166016,8000000
,,hdf,48,write,0.19900178909301758,8000000
,,zarr,48,write,0.3721637725830078,8000000
,,hdf,48,write,0.25229430198669434,8000000
,,zarr,48,write,0.4493446350097656,8000000
,,hdf,48,write,0.2262895107269287,8000000
,,zarr,48,write,0.37478113174438477,8000000
,,hdf,48,write,0.287980318069458,8000000
,,zarr,48,write,0.39344334602355957,8000000
,,hdf,48,write,0.5554637908935547,8000000
,,zarr,48,write,0.3009531497955322,8000000
,,hdf,48,write,0.23570775985717773,8000000
,,zarr,48,write,0.41230201721191406,8000000
,,hdf,48,write,0.24916458129882812,8000000
,,zarr,48,write,0.3996446132659912,8000000
,,hdf,48,write,0.09060549736022949,8000000
,,zarr,48,write,0.4163174629211426,8000000
,,hdf,48,write,0.20608019828796387,8000000
,,zarr,48,write,0.365492582321167,8000000
,,hdf,48,write,0.1013796329498291,8000000
,,zarr,48,write,0.42891860008239746,8000000
,,hdf,48,write,0.23214340209960938,8000000
,,zarr,48,write,0.3804290294647217,8000000
,,hdf,48,write,0.7348437309265137,8000000
,,zarr,48,write,0.4359242916107178,8000000
,,hdf,48,write,0.28035879135131836,8000000
,,zarr,48,write,0.37853217124938965,8000000
,,hdf,48,write,0.20537447929382324,8000000
,,zarr,48,write,0.41039371490478516,8000000
,,hdf,48,write,0.19711518287658691,8000000
,,zarr,48,write,0.3838386535644531,8000000
,,hdf,48,write,0.15473461151123047,8000000
,,zarr,48,write,0.42609167098999023,8000000
,,hdf,48,write,0.2077023983001709,8000000
,,zarr,48,write,0.465834379196167,8000000
,,hdf,48,write,0.14004778861999512,8000000
,,zarr,48,write,0.5362699031829834,8000000
,,hdf,48,write,0.2071850299835205,8000000
,,zarr,48,write,0.43560242652893066,8000000
,,hdf,48,write,0.8231024742126465,8000000
,,zarr,48,write,0.4601254463195801,8000000
,,hdf,48,write,0.24533677101135254,8000000
,,zarr,48,write,0.41135692596435547,8000000
,,hdf,48,write,0.20557165145874023,8000000
,,zarr,48,write,0.41481471061706543,8000000
,,hdf,48,write,0.10036540031433105,8000000
,,zarr,48,write,0.319685697555542,8000000
,,hdf,48,write,0.29935383796691895,8000000
,,zarr,48,write,0.4101235866546631,8000000
,,hdf,48,write,0.16379976272583008,8000000
,,zarr,48,write,0.3986029624938965,8000000
,,hdf,48,write,0.4892845153808594,8000000
,,zarr,48,write,0.5448043346405029,8000000
,,hdf,48,write,0.1489274501800537,8000000
,,zarr,48,write,0.4223332405090332,8000000
,,hdf,48,write,0.1588878631591797,8000000
,,zarr,48,write,0.38031768798828125,8000000
,,hdf,48,write,0.23338031768798828,8000000
,,zarr,48,write,0.3834528923034668,8000000
,,hdf,48,write,0.24404668807983398,8000000
,,zarr,48,write,0.4358632564544678,8000000
,,hdf,48,write,0.14853715896606445,8000000
,,zarr,48,write,0.47705769538879395,8000000
,,hdf,48,write,0.24214744567871094,8000000
,,zarr,48,write,0.4719858169555664,8000000
,,hdf,48,write,0.2245323657989502,8000000
,,zarr,48,write,0.4105415344238281,8000000
,,hdf,48,write,0.6899356842041016,8000000
,,zarr,48,write,0.39746713638305664,8000000
,,hdf,48,write,0.26955127716064453,8000000
,,zarr,48,write,0.4277217388153076,8000000
,,hdf,48,write,0.13217759132385254,8000000
,,zarr,48,write,0.3600730895996094,8000000
,,hdf,48,write,0.24116110801696777,8000000
,,zarr,48,write,0.4666759967803955,8000000
,,hdf,48,write,0.11951732635498047,8000000
,,zarr,48,write,0.44409990310668945,8000000
,,hdf,48,write,0.2878568172454834,8000000
,,zarr,48,write,0.39540529251098633,8000000
,,hdf,48,write,0.23930931091308594,8000000
,,zarr,48,write,0.4120965003967285,8000000
,,hdf,48,write,0.09672880172729492,8000000
,,zarr,48,write,0.444319486618042,8000000
,,hdf,48,write,0.26347899436950684,8000000
,,zarr,48,write,0.4127621650695801,8000000
,,hdf,48,write,0.6272239685058594,8000000
,,zarr,48,write,0.34014034271240234,8000000
,,hdf,48,write,0.22102570533752441,8000000
,,zarr,48,write,0.4090714454650879,8000000
,,hdf,48,write,0.24100995063781738,8000000
,,zarr,48,write,0.4165983200073242,8000000
,,hdf,48,write,0.21000337600708008,8000000
,,zarr,48,write,0.40334582328796387,8000000
,,hdf,48,write,0.23977422714233398,8000000
,,zarr,48,write,0.4283461570739746,8000000
,,hdf,48,write,0.2657816410064697,8000000
,,zarr,48,write,0.4384932518005371,8000000
,,hdf,48,write,0.16889142990112305,8000000
,,zarr,48,write,0.4370729923248291,8000000
,,hdf,48,write,0.5333659648895264,8000000
,,zarr,48,write,0.562706470489502,8000000
,,hdf,48,write,0.21324563026428223,8000000
,,zarr,48,write,0.442293643951416,8000000
,,hdf,48,write,0.18757200241088867,8000000
,,zarr,48,write,0.42527341842651367,8000000
,,hdf,48,write,0.1224668025970459,8000000
,,zarr,48,write,0.3970928192138672,8000000
,,hdf,48,write,0.32499265670776367,8000000
,,zarr,48,write,0.58650803565979,8000000
,,hdf,48,write,0.7969157695770264,8000000
,,zarr,48,write,0.5152425765991211,8000000
,,hdf,48,write,0.26737213134765625,8000000
,,zarr,48,write,0.443845272064209,8000000
,,hdf,48,write,0.14626288414001465,8000000
,,zarr,48,write,0.37366247177124023,8000000
,,hdf,48,write,0.12641549110412598,8000000
,,zarr,48,write,0.4883430004119873,8000000
,,hdf,48,write,0.17977428436279297,8000000
,,zarr,48,write,0.35167407989501953,8000000
,,hdf,48,write,0.13090229034423828,8000000
,,zarr,48,write,0.3880116939544678,8000000
,,hdf,48,write,0.2981564998626709,8000000
,,zarr,48,write,0.45635247230529785,8000000
,,hdf,48,write,0.21976971626281738,8000000
,,zarr,48,write,0.42080163955688477,8000000
,,hdf,48,write,0.4118928909301758,8000000
,,zarr,48,write,0.2868931293487549,8000000
,,hdf,48,write,0.34986233711242676,8000000
,,zarr,48,write,0.49155259132385254,8000000
,,hdf,48,write,0.36890125274658203,8000000
,,zarr,48,write,3.737128496170044,8000000
,,hdf,48,write,0.45229411125183105,8000000
,,zarr,48,write,0.6492726802825928,8000000
,,hdf,48,write,0.5695843696594238,8000000
,,zarr,48,write,1.165177822113037,8000000
,,hdf,48,write,0.4586977958679199,8000000
,,zarr,48,write,0.7579512596130371,8000000
,,hdf,48,write,0.49393558502197266,8000000
,,zarr,48,write,1.250581979751587,8000000
,,hdf,48,write,0.4962451457977295,8000000
,,zarr,48,write,0.8177700042724609,8000000
,,hdf,48,write,0.24605274200439453,8000000
,,zarr,48,write,0.42379164695739746,8000000
,,hdf,48,write,0.6718025207519531,8000000
,,zarr,48,write,0.5355980396270752,8000000
,,hdf,48,write,0.8725612163543701,8000000
,,zarr,48,write,0.39594006538391113,8000000
,,hdf,48,write,0.2867615222930908,8000000
,,zarr,48,write,0.501901388168335,8000000
,,hdf,48,write,0.15609979629516602,8000000
,,zarr,48,write,0.34891605377197266,8000000
,,hdf,48,write,0.19458603858947754,8000000
,,zarr,48,write,0.5522506237030029,8000000
,,hdf,48,write,0.21404671669006348,8000000
,,zarr,48,write,0.4254491329193115,8000000
,,hdf,48,write,0.15287113189697266,8000000
,,zarr,48,write,0.47396397590637207,8000000
,,hdf,48,write,0.20156216621398926,8000000
,,zarr,48,write,0.45342516899108887,8000000
,,hdf,48,write,0.21919631958007812,8000000
,,zarr,48,write,0.516995906829834,8000000
,,hdf,48,write,0.2408592700958252,8000000
,,zarr,48,write,0.5544273853302002,8000000
,,hdf,48,write,0.2460029125213623,8000000
,,zarr,48,write,0.47285890579223633,8000000
,,hdf,48,write,0.19036126136779785,8000000
,,zarr,48,write,0.4594273567199707,8000000
,,hdf,48,write,0.23464751243591309,8000000
,,zarr,48,write,0.43358731269836426,8000000
,,hdf,48,write,0.20634126663208008,8000000
,,zarr,48,write,0.5061295032501221,8000000
,,hdf,48,write,0.2365102767944336,8000000
,,zarr,48,write,0.44853758811950684,8000000
,,hdf,48,write,0.19884514808654785,8000000
,,zarr,48,write,0.5509412288665771,8000000
,,hdf,48,write,0.21972942352294922,8000000
,,zarr,48,write,0.45055532455444336,8000000
,,hdf,48,write,0.18047451972961426,8000000
,,zarr,48,write,0.5403182506561279,8000000
,,hdf,48,write,0.7261593341827393,8000000
,,zarr,48,write,0.46622633934020996,8000000
,,hdf,48,write,0.13088583946228027,8000000
,,zarr,48,write,0.9742140769958496,8000000
,,hdf,48,write,0.267899751663208,8000000
,,zarr,48,write,0.5458440780639648,8000000
,,hdf,48,write,0.20487546920776367,8000000
,,zarr,48,write,0.5109813213348389,8000000
,,hdf,48,write,0.19812345504760742,8000000
,,zarr,48,write,0.4359259605407715,8000000
,,hdf,48,write,0.25548815727233887,8000000
,,zarr,48,write,0.4742293357849121,8000000
,,hdf,48,write,0.2112565040588379,8000000
,,zarr,48,write,0.5338318347930908,8000000
,,hdf,48,write,0.21363162994384766,8000000
,,zarr,48,write,0.48383235931396484,8000000
,,hdf,48,write,0.18321871757507324,8000000
,,zarr,48,write,0.579430341720581,8000000
,,hdf,48,write,0.15543580055236816,8000000
,,zarr,48,write,0.43780994415283203,8000000
,,hdf,48,write,0.15240049362182617,8000000
,,zarr,48,write,0.5353600978851318,8000000
,,hdf,48,write,0.20570874214172363,8000000
,,zarr,48,write,0.42371249198913574,8000000
,,hdf,48,write,0.296267032623291,8000000
,,zarr,48,write,0.46004796028137207,8000000
,,hdf,48,write,0.298764705657959,8000000
,,zarr,48,write,0.49356770515441895,8000000
,,hdf,48,write,0.21879100799560547,8000000
,,zarr,48,write,0.49648475646972656,8000000
,,hdf,48,write,0.23069167137145996,8000000
,,zarr,48,write,0.42960548400878906,8000000
,,hdf,48,write,0.19919157028198242,8000000
,,zarr,48,write,0.4771308898925781,8000000
,,hdf,48,write,0.6690294742584229,8000000
,,zarr,48,write,0.3834986686706543,8000000
,,hdf,48,write,0.6895825862884521,8000000
,,zarr,48,write,0.6360690593719482,8000000
,,hdf,48,write,0.23154664039611816,8000000
,,zarr,48,write,0.41770291328430176,8000000
,,hdf,48,write,0.14026451110839844,8000000
,,zarr,48,write,0.6082248687744141,8000000
,,hdf,48,write,0.1724257469177246,8000000
,,zarr,48,write,0.5716969966888428,8000000
,,hdf,48,write,0.20802640914916992,8000000
,,zarr,48,write,0.44095325469970703,8000000
,,hdf,48,write,0.22969388961791992,8000000
,,zarr,48,write,0.4364931583404541,8000000
,,hdf,48,write,0.1863405704498291,8000000
,,zarr,48,write,0.3781008720397949,8000000
,,hdf,48,write,0.13140344619750977,8000000
,,zarr,48,write,0.5109915733337402,8000000
,,hdf,48,write,0.17446470260620117,8000000
,,zarr,48,write,0.3780796527862549,8000000
,,hdf,48,write,0.15296673774719238,8000000
,,zarr,48,write,0.5729596614837646,8000000
,,hdf,48,write,0.22789406776428223,8000000
,,zarr,48,write,0.5458786487579346,8000000
,,hdf,48,write,0.15931439399719238,8000000
,,zarr,48,write,0.42189598083496094,8000000
,,hdf,48,write,0.6078455448150635,8000000
,,zarr,48,write,0.6888079643249512,8000000
,,hdf,48,write,0.26555442810058594,8000000
,,zarr,48,write,0.4299931526184082,8000000
,,hdf,48,write,0.21449494361877441,8000000
,,zarr,48,write,0.5403859615325928,8000000
,,hdf,48,write,0.2447512149810791,8000000
,,zarr,48,write,0.5413534641265869,8000000
,,hdf,48,write,0.14495086669921875,8000000
,,zarr,48,write,0.4892308712005615,8000000
,,hdf,48,write,0.21340155601501465,8000000
,,zarr,48,write,0.46204233169555664,8000000
,,hdf,48,write,0.1788651943206787,8000000
