compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,96,write,0.8201096057891846,8000000
,,hdf,96,write,0.5147910118103027,8000000
,,zarr,96,write,0.9176652431488037,8000000
,,hdf,96,write,0.40714573860168457,8000000
,,zarr,96,write,0.9849228858947754,8000000
,,hdf,96,write,0.3999159336090088,8000000
,,zarr,96,write,1.0457098484039307,8000000
,,hdf,96,write,1.0236787796020508,8000000
,,zarr,96,write,0.8976376056671143,8000000
,,hdf,96,write,0.9512009620666504,8000000
,,zarr,96,write,0.8947315216064453,8000000
,,hdf,96,write,0.3953554630279541,8000000
,,zarr,96,write,1.031315803527832,8000000
,,hdf,96,write,0.431926965713501,8000000
,,zarr,96,write,1.0264558792114258,8000000
,,hdf,96,write,0.47502779960632324,8000000
,,zarr,96,write,1.0234341621398926,8000000
,,hdf,96,write,0.48247218132019043,8000000
,,zarr,96,write,1.0420784950256348,8000000
,,hdf,96,write,0.9263231754302979,8000000
,,zarr,96,write,0.9895462989807129,8000000
,,hdf,96,write,0.8136754035949707,8000000
,,zarr,96,write,1.0367379188537598,8000000
,,hdf,96,write,0.4344000816345215,8000000
,,zarr,96,write,1.084430456161499,8000000
,,hdf,96,write,0.4984896183013916,8000000
,,zarr,96,write,1.03879976272583,8000000
,,hdf,96,write,0.4439234733581543,8000000
,,zarr,96,write,1.0873711109161377,8000000
,,hdf,96,write,0.9561092853546143,8000000
,,zarr,96,write,1.074305534362793,8000000
,,hdf,96,write,0.5917441844940186,8000000
,,zarr,96,write,1.0889084339141846,8000000
,,hdf,96,write,0.9677605628967285,8000000
,,zarr,96,write,2.7768771648406982,8000000
,,hdf,96,write,0.9829573631286621,8000000
,,zarr,96,write,1.1082005500793457,8000000
,,hdf,96,write,0.43132686614990234,8000000
,,zarr,96,write,1.0779635906219482,8000000
,,hdf,96,write,0.8344576358795166,8000000
,,zarr,96,write,0.9606938362121582,8000000
,,hdf,96,write,0.3955419063568115,8000000
,,zarr,96,write,1.0781855583190918,8000000
,,hdf,96,write,0.43428850173950195,8000000
,,zarr,96,write,1.1123547554016113,8000000
,,hdf,96,write,1.0418567657470703,8000000
,,zarr,96,write,1.0711534023284912,8000000
,,hdf,96,write,0.30736613273620605,8000000
,,zarr,96,write,1.218585729598999,8000000
,,hdf,96,write,0.41884613037109375,8000000
,,zarr,96,write,1.1878602504730225,8000000
,,hdf,96,write,0.4580364227294922,8000000
,,zarr,96,write,1.21136474609375,8000000
