compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,3,write,0.0205686092376709,8000000
,,hdf,3,write,0.006108999252319336,8000000
,,zarr,3,write,0.01440882682800293,8000000
,,hdf,3,write,0.0048902034759521484,8000000
,,zarr,3,write,0.014001846313476562,8000000
,,hdf,3,write,0.0040471553802490234,8000000
,,zarr,3,write,0.013181447982788086,8000000
,,hdf,3,write,0.004510402679443359,8000000
,,zarr,3,write,0.012585878372192383,8000000
,,hdf,3,write,0.004468202590942383,8000000
,,zarr,3,write,0.011981487274169922,8000000
,,hdf,3,write,0.004033088684082031,8000000
,,zarr,3,write,0.015291452407836914,8000000
,,hdf,3,write,0.00419163703918457,8000000
,,zarr,3,write,0.012201547622680664,8000000
,,hdf,3,write,0.00529789924621582,8000000
,,zarr,3,write,0.013206243515014648,8000000
,,hdf,3,write,0.003790616989135742,8000000
,,zarr,3,write,0.010730743408203125,8000000
,,hdf,3,write,0.003827333450317383,8000000
,,zarr,3,write,0.013968229293823242,8000000
,,hdf,3,write,0.005038738250732422,8000000
,,zarr,3,write,0.013895273208618164,8000000
,,hdf,3,write,0.005301713943481445,8000000
,,zarr,3,write,0.014120101928710938,8000000
,,hdf,3,write,0.003976345062255859,8000000
,,zarr,3,write,0.012732267379760742,8000000
,,hdf,3,write,0.004015207290649414,8000000
,,zarr,3,write,0.01410531997680664,8000000
,,hdf,3,write,0.004492521286010742,8000000
,,zarr,3,write,0.012218952178955078,8000000
,,hdf,3,write,0.005490541458129883,8000000
,,zarr,3,write,0.01352071762084961,8000000
,,hdf,3,write,0.004220724105834961,8000000
,,zarr,3,write,0.012959003448486328,8000000
,,hdf,3,write,0.004351377487182617,8000000
,,zarr,3,write,0.013550758361816406,8000000
,,hdf,3,write,0.0050144195556640625,8000000
,,zarr,3,write,0.012212514877319336,8000000
,,hdf,3,write,0.00566864013671875,8000000
,,zarr,3,write,0.014786005020141602,8000000
,,hdf,3,write,0.0041806697845458984,8000000
,,zarr,3,write,0.013021707534790039,8000000
,,hdf,3,write,0.021756649017333984,8000000
,,zarr,3,write,0.014422893524169922,8000000
,,hdf,3,write,0.03738546371459961,8000000
,,zarr,3,write,0.011250972747802734,8000000
,,hdf,3,write,0.0217134952545166,8000000
,,zarr,3,write,0.01331472396850586,8000000
,,hdf,3,write,0.03447365760803223,8000000
,,zarr,3,write,0.01297616958618164,8000000
,,hdf,3,write,0.02796339988708496,8000000
,,zarr,3,write,0.015371084213256836,8000000
,,hdf,3,write,0.027113914489746094,8000000
,,zarr,3,write,0.013231515884399414,8000000
,,hdf,3,write,0.036283016204833984,8000000
,,zarr,3,write,0.016156911849975586,8000000
,,hdf,3,write,0.06742024421691895,8000000
,,zarr,3,write,0.014103889465332031,8000000
,,hdf,3,write,0.030451297760009766,8000000
,,zarr,3,write,0.014011144638061523,8000000
,,hdf,3,write,0.04116988182067871,8000000
,,zarr,3,write,0.012492179870605469,8000000
,,hdf,3,write,0.0340723991394043,8000000
,,zarr,3,write,0.013630390167236328,8000000
,,hdf,3,write,0.05626034736633301,8000000
,,zarr,3,write,0.012389421463012695,8000000
,,hdf,3,write,0.03892779350280762,8000000
,,zarr,3,write,0.014382123947143555,8000000
,,hdf,3,write,0.04408383369445801,8000000
,,zarr,3,write,0.013967275619506836,8000000
,,hdf,3,write,0.03853440284729004,8000000
,,zarr,3,write,0.013183355331420898,8000000
,,hdf,3,write,0.03150296211242676,8000000
,,zarr,3,write,0.012211084365844727,8000000
,,hdf,3,write,0.04230928421020508,8000000
,,zarr,3,write,0.01650214195251465,8000000
,,hdf,3,write,0.026454925537109375,8000000
,,zarr,3,write,0.012667417526245117,8000000
,,hdf,3,write,0.04193854331970215,8000000
,,zarr,3,write,0.012866497039794922,8000000
,,hdf,3,write,0.04764533042907715,8000000
,,zarr,3,write,0.012954235076904297,8000000
,,hdf,3,write,0.04577279090881348,8000000
,,zarr,3,write,0.017412424087524414,8000000
,,hdf,3,write,0.01632547378540039,8000000
,,zarr,3,write,0.012278318405151367,8000000
,,hdf,3,write,0.030525684356689453,8000000
,,zarr,3,write,0.012483358383178711,8000000
,,hdf,3,write,0.015449047088623047,8000000
,,zarr,3,write,0.012504100799560547,8000000
,,hdf,3,write,0.031945228576660156,8000000
,,zarr,3,write,0.013249635696411133,8000000
,,hdf,3,write,0.025891542434692383,8000000
,,zarr,3,write,0.012222051620483398,8000000
,,hdf,3,write,0.034795284271240234,8000000
,,zarr,3,write,0.012924909591674805,8000000
,,hdf,3,write,0.03775215148925781,8000000
,,zarr,3,write,0.012526988983154297,8000000
,,hdf,3,write,0.04899740219116211,8000000
,,zarr,3,write,0.012852668762207031,8000000
,,hdf,3,write,0.031795501708984375,8000000
,,zarr,3,write,0.013481378555297852,8000000
,,hdf,3,write,0.03177976608276367,8000000
,,zarr,3,write,0.015128374099731445,8000000
,,hdf,3,write,0.02530646324157715,8000000
,,zarr,3,write,0.012758493423461914,8000000
,,hdf,3,write,0.030985355377197266,8000000
,,zarr,3,write,0.015180349349975586,8000000
,,hdf,3,write,0.029301881790161133,8000000
,,zarr,3,write,0.012594938278198242,8000000
,,hdf,3,write,0.029093027114868164,8000000
,,zarr,3,write,0.014449357986450195,8000000
,,hdf,3,write,0.039569854736328125,8000000
,,zarr,3,write,0.012051582336425781,8000000
,,hdf,3,write,0.027677536010742188,8000000
,,zarr,3,write,0.015189886093139648,8000000
,,hdf,3,write,0.025676250457763672,8000000
,,zarr,3,write,0.011618614196777344,8000000
,,hdf,3,write,0.04211592674255371,8000000
,,zarr,3,write,0.015121936798095703,8000000
,,hdf,3,write,0.05290389060974121,8000000
,,zarr,3,write,0.013381242752075195,8000000
,,hdf,3,write,0.03343987464904785,8000000
,,zarr,3,write,0.014315128326416016,8000000
,,hdf,3,write,0.03552722930908203,8000000
,,zarr,3,write,0.011809349060058594,8000000
,,hdf,3,write,0.0270388126373291,8000000
,,zarr,3,write,0.014694452285766602,8000000
,,hdf,3,write,0.0418393611907959,8000000
,,zarr,3,write,0.012105703353881836,8000000
,,hdf,3,write,0.03263688087463379,8000000
,,zarr,3,write,0.01308584213256836,8000000
,,hdf,3,write,0.005104780197143555,8000000
,,zarr,3,write,0.012696981430053711,8000000
,,hdf,3,write,0.0054094791412353516,8000000
,,zarr,3,write,0.014694690704345703,8000000
