compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,72,write,2.300112009048462,8000000
,,hdf,72,write,0.43027234077453613,8000000
,,zarr,72,write,0.725027322769165,8000000
,,hdf,72,write,0.7632286548614502,8000000
,,zarr,72,write,0.6899092197418213,8000000
,,hdf,72,write,0.3237607479095459,8000000
,,zarr,72,write,0.7053887844085693,8000000
,,hdf,72,write,0.3098766803741455,8000000
,,zarr,72,write,0.6358957290649414,8000000
,,hdf,72,write,0.2761359214782715,8000000
,,zarr,72,write,0.6326248645782471,8000000
,,hdf,72,write,0.2708005905151367,8000000
,,zarr,72,write,0.662421703338623,8000000
,,hdf,72,write,0.7597517967224121,8000000
,,zarr,72,write,0.7142555713653564,8000000
,,hdf,72,write,0.41773223876953125,8000000
,,zarr,72,write,0.7183487415313721,8000000
,,hdf,72,write,0.9186742305755615,8000000
,,zarr,72,write,0.7234272956848145,8000000
,,hdf,72,write,0.7434651851654053,8000000
,,zarr,72,write,0.7363431453704834,8000000
,,hdf,72,write,0.26976823806762695,8000000
,,zarr,72,write,0.719125509262085,8000000
,,hdf,72,write,0.2828953266143799,8000000
,,zarr,72,write,0.6501564979553223,8000000
,,hdf,72,write,0.32335448265075684,8000000
,,zarr,72,write,0.7200350761413574,8000000
,,hdf,72,write,0.34477758407592773,8000000
,,zarr,72,write,0.8152062892913818,8000000
,,hdf,72,write,0.2776939868927002,8000000
,,zarr,72,write,0.7615056037902832,8000000
,,hdf,72,write,0.3185312747955322,8000000
,,zarr,72,write,0.6938884258270264,8000000
,,hdf,72,write,0.8874797821044922,8000000
,,zarr,72,write,0.7807674407958984,8000000
,,hdf,72,write,0.33216285705566406,8000000
,,zarr,72,write,0.8044803142547607,8000000
,,hdf,72,write,0.9942398071289062,8000000
,,zarr,72,write,0.7175769805908203,8000000
,,hdf,72,write,0.4500434398651123,8000000
,,zarr,72,write,0.7878830432891846,8000000
,,hdf,72,write,0.2917501926422119,8000000
,,zarr,72,write,0.7652561664581299,8000000
,,hdf,72,write,0.4654107093811035,8000000
,,zarr,72,write,0.808629035949707,8000000
,,hdf,72,write,0.3216078281402588,8000000
,,zarr,72,write,0.8329031467437744,8000000
,,hdf,72,write,0.3036947250366211,8000000
,,zarr,72,write,1.0075533390045166,8000000
,,hdf,72,write,0.4027373790740967,8000000
,,zarr,72,write,1.084501028060913,8000000
,,hdf,72,write,0.2630879878997803,8000000
,,zarr,72,write,0.8907244205474854,8000000
,,hdf,72,write,0.2768981456756592,8000000
,,zarr,72,write,0.8958430290222168,8000000
,,hdf,72,write,0.3907933235168457,8000000
,,zarr,72,write,0.9280126094818115,8000000
,,hdf,72,write,1.1260852813720703,8000000
,,zarr,72,write,1.300851821899414,8000000
,,hdf,72,write,1.01800537109375,8000000
,,zarr,72,write,0.8165462017059326,8000000
,,hdf,72,write,0.3201727867126465,8000000
,,zarr,72,write,0.8937389850616455,8000000
,,hdf,72,write,0.3161458969116211,8000000
,,zarr,72,write,0.9443438053131104,8000000
,,hdf,72,write,0.3587021827697754,8000000
,,zarr,72,write,1.0131359100341797,8000000
,,hdf,72,write,0.3826897144317627,8000000
,,zarr,72,write,0.9550909996032715,8000000
,,hdf,72,write,0.40562987327575684,8000000
,,zarr,72,write,0.833895206451416,8000000
,,hdf,72,write,0.29372549057006836,8000000
,,zarr,72,write,0.8146624565124512,8000000
,,hdf,72,write,0.3118138313293457,8000000
,,zarr,72,write,0.8437001705169678,8000000
,,hdf,72,write,0.249558687210083,8000000
,,zarr,72,write,0.768751859664917,8000000
,,hdf,72,write,0.4035975933074951,8000000
,,zarr,72,write,0.8441147804260254,8000000
,,hdf,72,write,0.8871634006500244,8000000
,,zarr,72,write,0.8044552803039551,8000000
,,hdf,72,write,0.8561086654663086,8000000
,,zarr,72,write,0.7430229187011719,8000000
,,hdf,72,write,0.20117402076721191,8000000
,,zarr,72,write,0.8655056953430176,8000000
,,hdf,72,write,0.3087465763092041,8000000
,,zarr,72,write,0.7911677360534668,8000000
,,hdf,72,write,0.249114990234375,8000000
,,zarr,72,write,0.877873420715332,8000000
,,hdf,72,write,0.33183765411376953,8000000
,,zarr,72,write,0.806922435760498,8000000
,,hdf,72,write,0.2941732406616211,8000000
,,zarr,72,write,0.7832798957824707,8000000
,,hdf,72,write,0.3242502212524414,8000000
,,zarr,72,write,0.824089765548706,8000000
,,hdf,72,write,0.36688995361328125,8000000
,,zarr,72,write,0.80295729637146,8000000
,,hdf,72,write,0.9234342575073242,8000000
,,zarr,72,write,0.8246347904205322,8000000
,,hdf,72,write,0.31096935272216797,8000000
,,zarr,72,write,0.8389246463775635,8000000
,,hdf,72,write,0.6461377143859863,8000000
,,zarr,72,write,0.8535048961639404,8000000
,,hdf,72,write,0.4355003833770752,8000000
,,zarr,72,write,0.985785722732544,8000000
,,hdf,72,write,0.3788936138153076,8000000
,,zarr,72,write,0.8326156139373779,8000000
,,hdf,72,write,0.3970303535461426,8000000
,,zarr,72,write,1.3703360557556152,8000000
,,hdf,72,write,0.5803945064544678,8000000
,,zarr,72,write,1.2704060077667236,8000000
,,hdf,72,write,0.3714563846588135,8000000
,,zarr,72,write,1.037602186203003,8000000
,,hdf,72,write,0.3846733570098877,8000000
,,zarr,72,write,1.5310616493225098,8000000
,,hdf,72,write,0.7856886386871338,8000000
,,zarr,72,write,0.8846886157989502,8000000
,,hdf,72,write,0.3383820056915283,8000000
,,zarr,72,write,1.1181457042694092,8000000
,,hdf,72,write,0.3444385528564453,8000000
,,zarr,72,write,1.1643612384796143,8000000
,,hdf,72,write,0.2519841194152832,8000000
,,zarr,72,write,1.0552442073822021,8000000
,,hdf,72,write,0.5067975521087646,8000000
,,zarr,72,write,1.1277637481689453,8000000
,,hdf,72,write,0.41761159896850586,8000000
,,zarr,72,write,0.9833502769470215,8000000
,,hdf,72,write,0.9178769588470459,8000000
,,zarr,72,write,1.3428723812103271,8000000
,,hdf,72,write,0.3148469924926758,8000000
,,zarr,72,write,1.3526885509490967,8000000
,,hdf,72,write,0.3383007049560547,8000000
,,zarr,72,write,1.2233455181121826,8000000
,,hdf,72,write,0.347900390625,8000000
,,zarr,72,write,0.9700417518615723,8000000
,,hdf,72,write,0.9855146408081055,8000000
,,zarr,72,write,0.9671552181243896,8000000
,,hdf,72,write,0.3706221580505371,8000000
,,zarr,72,write,0.8905467987060547,8000000
,,hdf,72,write,0.3081672191619873,8000000
,,zarr,72,write,0.9138228893280029,8000000
,,hdf,72,write,0.2654128074645996,8000000
,,zarr,72,write,0.8950145244598389,8000000
,,hdf,72,write,0.3774728775024414,8000000
,,zarr,72,write,0.9394705295562744,8000000
,,hdf,72,write,0.3373723030090332,8000000
,,zarr,72,write,0.9405062198638916,8000000
,,hdf,72,write,0.933922529220581,8000000
,,zarr,72,write,0.8413467407226562,8000000
,,hdf,72,write,0.3323798179626465,8000000
,,zarr,72,write,0.9158575534820557,8000000
,,hdf,72,write,0.24982905387878418,8000000
,,zarr,72,write,1.0258362293243408,8000000
,,hdf,72,write,0.30409789085388184,8000000
,,zarr,72,write,1.0447077751159668,8000000
,,hdf,72,write,0.48290443420410156,8000000
,,zarr,72,write,2.0125439167022705,8000000
,,hdf,72,write,0.3455827236175537,8000000
,,zarr,72,write,0.9749979972839355,8000000
,,hdf,72,write,0.3230011463165283,8000000
,,zarr,72,write,0.8913388252258301,8000000
,,hdf,72,write,0.33759260177612305,8000000
,,zarr,72,write,1.8818492889404297,8000000
,,hdf,72,write,0.5155704021453857,8000000
,,zarr,72,write,1.129274606704712,8000000
,,hdf,72,write,0.9672443866729736,8000000
,,zarr,72,write,1.1915574073791504,8000000
,,hdf,72,write,0.4161813259124756,8000000
,,zarr,72,write,1.1351375579833984,8000000
,,hdf,72,write,0.39987921714782715,8000000
,,zarr,72,write,1.0628557205200195,8000000
,,hdf,72,write,0.3162517547607422,8000000
,,zarr,72,write,1.478501558303833,8000000
,,hdf,72,write,0.27393150329589844,8000000
,,zarr,72,write,1.065403938293457,8000000
,,hdf,72,write,0.39760375022888184,8000000
,,zarr,72,write,1.0748133659362793,8000000
