compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,144,write,2.7052197456359863,8000000
,,hdf,144,write,1.310898780822754,8000000
,,zarr,144,write,1.5132896900177002,8000000
,,hdf,144,write,0.6463308334350586,8000000
,,zarr,144,write,1.481745719909668,8000000
,,hdf,144,write,1.311229944229126,8000000
,,zarr,144,write,1.5196905136108398,8000000
,,hdf,144,write,0.7214503288269043,8000000
,,zarr,144,write,1.9312081336975098,8000000
,,hdf,144,write,0.9272220134735107,8000000
,,zarr,144,write,1.6514220237731934,8000000
,,hdf,144,write,0.8521945476531982,8000000
,,zarr,144,write,1.5906522274017334,8000000
,,hdf,144,write,1.3849756717681885,8000000
,,zarr,144,write,1.711073398590088,8000000
,,hdf,144,write,0.8374764919281006,8000000
,,zarr,144,write,1.7020366191864014,8000000
,,hdf,144,write,0.7254738807678223,8000000
,,zarr,144,write,1.8351681232452393,8000000
,,hdf,144,write,0.7670814990997314,8000000
,,zarr,144,write,1.7711429595947266,8000000
,,hdf,144,write,1.8146767616271973,8000000
,,zarr,144,write,2.3932464122772217,8000000
,,hdf,144,write,0.8127496242523193,8000000
,,zarr,144,write,2.5504074096679688,8000000
,,hdf,144,write,0.7358636856079102,8000000
,,zarr,144,write,2.6899709701538086,8000000
,,hdf,144,write,0.7414307594299316,8000000
,,zarr,144,write,2.0886383056640625,8000000
,,hdf,144,write,1.520266056060791,8000000
,,zarr,144,write,1.872441291809082,8000000
,,hdf,144,write,0.51326584815979,8000000
,,zarr,144,write,1.794477939605713,8000000
,,hdf,144,write,0.7588720321655273,8000000
,,zarr,144,write,1.9207680225372314,8000000
,,hdf,144,write,0.6777389049530029,8000000
,,zarr,144,write,2.1475813388824463,8000000
,,hdf,144,write,0.7447860240936279,8000000
,,zarr,144,write,10.231721878051758,8000000
,,hdf,144,write,1.627286434173584,8000000
,,zarr,144,write,2.892131805419922,8000000
,,hdf,144,write,0.8676028251647949,8000000
,,zarr,144,write,3.0632989406585693,8000000
,,hdf,144,write,1.596116065979004,8000000
,,zarr,144,write,2.495398998260498,8000000
,,hdf,144,write,0.743919849395752,8000000
,,zarr,144,write,2.566631555557251,8000000
,,hdf,144,write,0.9067883491516113,8000000
,,zarr,144,write,3.3791701793670654,8000000
,,hdf,144,write,0.6838629245758057,8000000
,,zarr,144,write,2.7427914142608643,8000000
,,hdf,144,write,1.3310229778289795,8000000
,,zarr,144,write,2.622206687927246,8000000
,,hdf,144,write,0.9719245433807373,8000000
,,zarr,144,write,2.025804042816162,8000000
,,hdf,144,write,0.6508209705352783,8000000
,,zarr,144,write,2.1181118488311768,8000000
,,hdf,144,write,0.7595951557159424,8000000
,,zarr,144,write,2.150669574737549,8000000
,,hdf,144,write,1.377180814743042,8000000
,,zarr,144,write,2.2318668365478516,8000000
,,hdf,144,write,1.340099573135376,8000000
,,zarr,144,write,2.1589064598083496,8000000
,,hdf,144,write,0.6682384014129639,8000000
,,zarr,144,write,2.0321686267852783,8000000
,,hdf,144,write,0.6891100406646729,8000000
,,zarr,144,write,7.833487510681152,8000000
,,hdf,144,write,1.3210277557373047,8000000
,,zarr,144,write,6.727808475494385,8000000
,,hdf,144,write,1.3781068325042725,8000000
,,zarr,144,write,2.6591551303863525,8000000
,,hdf,144,write,0.748828649520874,8000000
,,zarr,144,write,3.133131980895996,8000000
,,hdf,144,write,1.2616000175476074,8000000
,,zarr,144,write,2.9674623012542725,8000000
,,hdf,144,write,0.8355135917663574,8000000
,,zarr,144,write,2.9441866874694824,8000000
,,hdf,144,write,0.7609982490539551,8000000
,,zarr,144,write,2.767380952835083,8000000
,,hdf,144,write,1.314687728881836,8000000
,,zarr,144,write,2.7215168476104736,8000000
,,hdf,144,write,0.6948645114898682,8000000
,,zarr,144,write,2.1488356590270996,8000000
,,hdf,144,write,1.357252597808838,8000000
,,zarr,144,write,2.154733419418335,8000000
,,hdf,144,write,0.6082255840301514,8000000
,,zarr,144,write,1.8468146324157715,8000000
,,hdf,144,write,0.6777079105377197,8000000
,,zarr,144,write,2.341627359390259,8000000
,,hdf,144,write,0.6229195594787598,8000000
,,zarr,144,write,1.758394479751587,8000000
,,hdf,144,write,0.6382510662078857,8000000
,,zarr,144,write,1.7771003246307373,8000000
,,hdf,144,write,0.8017394542694092,8000000
,,zarr,144,write,1.6665089130401611,8000000
,,hdf,144,write,0.6925489902496338,8000000
,,zarr,144,write,4.490471124649048,8000000
,,hdf,144,write,1.2701706886291504,8000000
,,zarr,144,write,3.6470229625701904,8000000
,,hdf,144,write,0.7739579677581787,8000000
,,zarr,144,write,11.470614671707153,8000000
,,hdf,144,write,0.6962883472442627,8000000
,,zarr,144,write,4.025146961212158,8000000
,,hdf,144,write,1.425302267074585,8000000
,,zarr,144,write,2.726365089416504,8000000
,,hdf,144,write,1.3029699325561523,8000000
,,zarr,144,write,6.675845384597778,8000000
,,hdf,144,write,0.8230364322662354,8000000
,,zarr,144,write,2.6209542751312256,8000000
,,hdf,144,write,0.6886341571807861,8000000
,,zarr,144,write,2.079712390899658,8000000
,,hdf,144,write,1.3453757762908936,8000000
,,zarr,144,write,1.906989336013794,8000000
,,hdf,144,write,1.1206080913543701,8000000
,,zarr,144,write,2.2176549434661865,8000000
,,hdf,144,write,0.7150623798370361,8000000
,,zarr,144,write,1.8553168773651123,8000000
,,hdf,144,write,1.3572287559509277,8000000
,,zarr,144,write,2.1529154777526855,8000000
,,hdf,144,write,0.6449198722839355,8000000
,,zarr,144,write,2.3236234188079834,8000000
,,hdf,144,write,0.6509203910827637,8000000
,,zarr,144,write,3.7167582511901855,8000000
,,hdf,144,write,0.7336628437042236,8000000
,,zarr,144,write,2.9857470989227295,8000000
,,hdf,144,write,1.3810925483703613,8000000
,,zarr,144,write,2.837977409362793,8000000
,,hdf,144,write,0.6991331577301025,8000000
,,zarr,144,write,2.603768825531006,8000000
,,hdf,144,write,0.7546284198760986,8000000
,,zarr,144,write,2.9830448627471924,8000000
,,hdf,144,write,0.7992064952850342,8000000
,,zarr,144,write,3.2737579345703125,8000000
,,hdf,144,write,1.350468397140503,8000000
,,zarr,144,write,2.573866605758667,8000000
,,hdf,144,write,1.3520309925079346,8000000
,,zarr,144,write,2.1004951000213623,8000000
,,hdf,144,write,0.6356611251831055,8000000
,,zarr,144,write,2.0298473834991455,8000000
,,hdf,144,write,0.7402622699737549,8000000
,,zarr,144,write,2.035858154296875,8000000
,,hdf,144,write,0.6800723075866699,8000000
,,zarr,144,write,2.1197750568389893,8000000
,,hdf,144,write,1.3509552478790283,8000000
,,zarr,144,write,1.9520132541656494,8000000
,,hdf,144,write,1.2873542308807373,8000000
,,zarr,144,write,1.9507241249084473,8000000
,,hdf,144,write,0.7319471836090088,8000000
,,zarr,144,write,12.021725177764893,8000000
,,hdf,144,write,1.1130046844482422,8000000
,,zarr,144,write,4.188455820083618,8000000
,,hdf,144,write,0.629793643951416,8000000
,,zarr,144,write,3.681457757949829,8000000
,,hdf,144,write,1.8545253276824951,8000000
,,zarr,144,write,4.062045335769653,8000000
,,hdf,144,write,0.7011582851409912,8000000
,,zarr,144,write,2.680323362350464,8000000
,,hdf,144,write,0.6863870620727539,8000000
,,zarr,144,write,3.552964925765991,8000000
,,hdf,144,write,0.6511354446411133,8000000
,,zarr,144,write,2.895240306854248,8000000
,,hdf,144,write,1.2509281635284424,8000000
,,zarr,144,write,1.9715995788574219,8000000
,,hdf,144,write,1.2249491214752197,8000000
,,zarr,144,write,2.0343620777130127,8000000
,,hdf,144,write,0.7485098838806152,8000000
,,zarr,144,write,2.3462157249450684,8000000
,,hdf,144,write,0.696650505065918,8000000
,,zarr,144,write,2.108546733856201,8000000
,,hdf,144,write,0.7506046295166016,8000000
,,zarr,144,write,1.9078223705291748,8000000
,,hdf,144,write,1.2591676712036133,8000000
,,zarr,144,write,2.0224857330322266,8000000
,,hdf,144,write,1.1577024459838867,8000000
,,zarr,144,write,3.103752374649048,8000000
,,hdf,144,write,0.6573762893676758,8000000
,,zarr,144,write,4.803297996520996,8000000
,,hdf,144,write,0.8142740726470947,8000000
,,zarr,144,write,3.0566437244415283,8000000
,,hdf,144,write,1.2197372913360596,8000000
,,zarr,144,write,2.4271538257598877,8000000
,,hdf,144,write,0.8227734565734863,8000000
,,zarr,144,write,2.806668281555176,8000000
,,hdf,144,write,0.8154137134552002,8000000
,,zarr,144,write,2.9045627117156982,8000000
,,hdf,144,write,1.4265389442443848,8000000
,,zarr,144,write,3.4929885864257812,8000000
,,hdf,144,write,0.7067608833312988,8000000
,,zarr,144,write,3.2025558948516846,8000000
,,hdf,144,write,0.7442781925201416,8000000
,,zarr,144,write,2.000505208969116,8000000
,,hdf,144,write,0.6558990478515625,8000000
,,zarr,144,write,10.543599128723145,8000000
,,hdf,144,write,1.2964813709259033,8000000
,,zarr,144,write,2.5824673175811768,8000000
,,hdf,144,write,0.6561462879180908,8000000
,,zarr,144,write,2.0941452980041504,8000000
,,hdf,144,write,0.705960750579834,8000000
,,zarr,144,write,2.027182102203369,8000000
,,hdf,144,write,1.3011128902435303,8000000
,,zarr,144,read,1.1568984985351562,8000000
,,hdf,144,read,1.361999750137329,8000000
,,zarr,144,read,1.2603485584259033,8000000
,,hdf,144,read,1.3916828632354736,8000000
,,zarr,144,read,1.1158244609832764,8000000
,,hdf,144,read,1.2795639038085938,8000000
,,zarr,144,read,0.9780488014221191,8000000
,,hdf,144,read,1.305286169052124,8000000
,,zarr,144,read,1.1688804626464844,8000000
,,hdf,144,read,1.165346622467041,8000000
,,zarr,144,read,1.0261149406433105,8000000
,,hdf,144,read,1.2441291809082031,8000000
,,zarr,144,read,1.2872123718261719,8000000
,,hdf,144,read,1.1544935703277588,8000000
,,zarr,144,read,1.1829102039337158,8000000
,,hdf,144,read,1.3278231620788574,8000000
,,zarr,144,read,1.0602142810821533,8000000
,,hdf,144,read,1.2667171955108643,8000000
,,zarr,144,read,1.073822259902954,8000000
,,hdf,144,read,1.3626418113708496,8000000
,,zarr,144,read,1.0419807434082031,8000000
,,hdf,144,read,1.1826767921447754,8000000
,,zarr,144,read,0.9492518901824951,8000000
,,hdf,144,read,0.871039628982544,8000000
,,zarr,144,read,0.9757676124572754,8000000
,,hdf,144,read,1.0974345207214355,8000000
,,zarr,144,read,0.8958585262298584,8000000
,,hdf,144,read,0.9106612205505371,8000000
,,zarr,144,read,0.868361234664917,8000000
