compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,1,write,0.07519721984863281,8000000
,,hdf,1,write,0.006932735443115234,8000000
,,zarr,1,write,0.016329288482666016,8000000
,,hdf,1,write,0.00459599494934082,8000000
,,zarr,1,write,0.017139911651611328,8000000
,,hdf,1,write,0.004166126251220703,8000000
,,zarr,1,write,0.016356229782104492,8000000
,,hdf,1,write,0.0046002864837646484,8000000
,,zarr,1,write,0.01652050018310547,8000000
,,hdf,1,write,0.0038666725158691406,8000000
,,zarr,1,write,0.015385150909423828,8000000
,,hdf,1,write,0.004259586334228516,8000000
,,zarr,1,write,0.016282320022583008,8000000
,,hdf,1,write,0.004307746887207031,8000000
,,zarr,1,write,0.016057729721069336,8000000
,,hdf,1,write,0.004386186599731445,8000000
,,zarr,1,write,0.0156707763671875,8000000
,,hdf,1,write,0.004239559173583984,8000000
,,zarr,1,write,0.01605391502380371,8000000
,,hdf,1,write,0.004395246505737305,8000000
,,zarr,1,write,0.01548624038696289,8000000
,,hdf,1,write,0.004281044006347656,8000000
,,zarr,1,write,0.014824867248535156,8000000
,,hdf,1,write,0.004082679748535156,8000000
,,zarr,1,write,0.01558828353881836,8000000
,,hdf,1,write,0.00394749641418457,8000000
,,zarr,1,write,0.01610565185546875,8000000
,,hdf,1,write,0.0042781829833984375,8000000
,,zarr,1,write,0.015558958053588867,8000000
,,hdf,1,write,0.0037822723388671875,8000000
,,zarr,1,write,0.014887094497680664,8000000
,,hdf,1,write,0.004113674163818359,8000000
,,zarr,1,write,0.015638113021850586,8000000
,,hdf,1,write,0.004059553146362305,8000000
,,zarr,1,write,0.016141653060913086,8000000
,,hdf,1,write,0.004413604736328125,8000000
,,zarr,1,write,0.015318870544433594,8000000
,,hdf,1,write,0.004071474075317383,8000000
,,zarr,1,write,0.015895843505859375,8000000
,,hdf,1,write,0.0039424896240234375,8000000
,,zarr,1,write,0.01601266860961914,8000000
,,hdf,1,write,0.00395655632019043,8000000
,,zarr,1,write,0.015994787216186523,8000000
,,hdf,1,write,0.005181074142456055,8000000
,,zarr,1,write,0.0159912109375,8000000
,,hdf,1,write,0.003718852996826172,8000000
,,zarr,1,write,0.01505279541015625,8000000
,,hdf,1,write,0.004202127456665039,8000000
,,zarr,1,write,0.016283035278320312,8000000
,,hdf,1,write,0.00411534309387207,8000000
,,zarr,1,write,0.015619277954101562,8000000
,,hdf,1,write,0.004178047180175781,8000000
,,zarr,1,write,0.016911745071411133,8000000
,,hdf,1,write,0.004125118255615234,8000000
,,zarr,1,write,0.015102148056030273,8000000
,,hdf,1,write,0.0036461353302001953,8000000
,,zarr,1,write,0.015956640243530273,8000000
,,hdf,1,write,0.004092216491699219,8000000
,,zarr,1,write,0.016935110092163086,8000000
,,hdf,1,write,0.004122257232666016,8000000
,,zarr,1,write,0.01570415496826172,8000000
,,hdf,1,write,0.0041959285736083984,8000000
,,zarr,1,write,0.015628576278686523,8000000
,,hdf,1,write,0.003990650177001953,8000000
,,zarr,1,write,0.015934228897094727,8000000
,,hdf,1,write,0.004501819610595703,8000000
,,zarr,1,write,0.016445636749267578,8000000
,,hdf,1,write,0.004311084747314453,8000000
,,zarr,1,write,0.015769004821777344,8000000
,,hdf,1,write,0.0045130252838134766,8000000
,,zarr,1,write,0.015749692916870117,8000000
,,hdf,1,write,0.0038802623748779297,8000000
,,zarr,1,write,0.015851259231567383,8000000
,,hdf,1,write,0.0037539005279541016,8000000
,,zarr,1,write,0.015978574752807617,8000000
,,hdf,1,write,0.004514217376708984,8000000
,,zarr,1,write,0.015656471252441406,8000000
,,hdf,1,write,0.0038619041442871094,8000000
,,zarr,1,write,0.01532602310180664,8000000
,,hdf,1,write,0.0044057369232177734,8000000
,,zarr,1,write,0.016405582427978516,8000000
,,hdf,1,write,0.004372596740722656,8000000
,,zarr,1,write,0.015340805053710938,8000000
,,hdf,1,write,0.004029035568237305,8000000
,,zarr,1,write,0.015749454498291016,8000000
,,hdf,1,write,0.003922224044799805,8000000
,,zarr,1,write,0.01582956314086914,8000000
,,hdf,1,write,0.004031658172607422,8000000
,,zarr,1,write,0.01585102081298828,8000000
,,hdf,1,write,0.0046956539154052734,8000000
,,zarr,1,write,0.01568460464477539,8000000
,,hdf,1,write,0.0038483142852783203,8000000
,,zarr,1,write,0.0152740478515625,8000000
,,hdf,1,write,0.00413966178894043,8000000
,,zarr,1,write,0.015757083892822266,8000000
,,hdf,1,write,0.0040130615234375,8000000
,,zarr,1,write,0.015434980392456055,8000000
,,hdf,1,write,0.004010677337646484,8000000
,,zarr,1,write,0.01512002944946289,8000000
,,hdf,1,write,0.004230022430419922,8000000
,,zarr,1,write,0.015614509582519531,8000000
,,hdf,1,write,0.0041179656982421875,8000000
,,zarr,1,write,0.015204429626464844,8000000
,,hdf,1,write,0.004108428955078125,8000000
,,zarr,1,write,0.016215801239013672,8000000
,,hdf,1,write,0.0045185089111328125,8000000
,,zarr,1,write,0.016008615493774414,8000000
,,hdf,1,write,0.004117250442504883,8000000
,,zarr,1,write,0.015402555465698242,8000000
,,hdf,1,write,0.004135608673095703,8000000
,,zarr,1,write,0.015605926513671875,8000000
,,hdf,1,write,0.004195451736450195,8000000
,,zarr,1,write,0.015823841094970703,8000000
,,hdf,1,write,0.0040590763092041016,8000000
,,zarr,1,write,0.015468597412109375,8000000
,,hdf,1,write,0.0042378902435302734,8000000
,,zarr,1,write,0.016411304473876953,8000000
,,hdf,1,write,0.0037305355072021484,8000000
,,zarr,1,write,0.015039920806884766,8000000
,,hdf,1,write,0.003854036331176758,8000000
,,zarr,1,write,0.015536069869995117,8000000
,,hdf,1,write,0.003818511962890625,8000000
,,zarr,1,write,0.01600956916809082,8000000
,,hdf,1,write,0.0039310455322265625,8000000
,,zarr,1,write,0.015805721282958984,8000000
,,hdf,1,write,0.004212617874145508,8000000
,,zarr,1,write,0.018372774124145508,8000000
,,hdf,1,write,0.004197359085083008,8000000
,,zarr,1,write,0.015299797058105469,8000000
,,hdf,1,write,0.004080533981323242,8000000
,,zarr,1,write,0.015222787857055664,8000000
,,hdf,1,write,0.005581378936767578,8000000
,,zarr,1,write,0.015230178833007812,8000000
,,hdf,1,write,0.004823446273803711,8000000
,,zarr,1,write,0.015201807022094727,8000000
,,hdf,1,write,0.005160808563232422,8000000
,,zarr,1,write,0.01589226722717285,8000000
,,hdf,1,write,0.005393266677856445,8000000
,,zarr,1,write,0.015446662902832031,8000000
,,hdf,1,write,0.004943132400512695,8000000
,,zarr,1,write,0.01518392562866211,8000000
,,hdf,1,write,0.004950761795043945,8000000
,,zarr,1,write,0.015874385833740234,8000000
,,hdf,1,write,0.005409717559814453,8000000
,,zarr,1,write,0.015421390533447266,8000000
,,hdf,1,write,0.02529740333557129,8000000
,,zarr,1,write,0.01737833023071289,8000000
,,hdf,1,write,0.030956506729125977,8000000
,,zarr,1,write,0.016193151473999023,8000000
,,hdf,1,write,0.4890899658203125,8000000
,,zarr,1,write,0.017128944396972656,8000000
,,hdf,1,write,0.014697074890136719,8000000
,,zarr,1,write,0.01653885841369629,8000000
,,hdf,1,write,0.015842199325561523,8000000
,,zarr,1,write,0.017014741897583008,8000000
,,hdf,1,write,0.024101734161376953,8000000
,,zarr,1,write,0.016374826431274414,8000000
,,hdf,1,write,0.12532782554626465,8000000
,,zarr,1,write,0.0166168212890625,8000000
,,hdf,1,write,0.09251523017883301,8000000
,,zarr,1,write,0.017421245574951172,8000000
,,hdf,1,write,0.220672607421875,8000000
,,zarr,1,write,0.015702247619628906,8000000
,,hdf,1,write,0.020107269287109375,8000000
,,zarr,1,write,0.01798391342163086,8000000
,,hdf,1,write,0.09218907356262207,8000000
,,zarr,1,write,0.30820345878601074,8000000
,,hdf,1,write,0.025969505310058594,8000000
,,zarr,1,write,0.017730712890625,8000000
,,hdf,1,write,0.0475153923034668,8000000
,,zarr,1,write,0.018451452255249023,8000000
,,hdf,1,write,0.06484293937683105,8000000
,,zarr,1,write,0.01748037338256836,8000000
