compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,192,write,8.149502515792847,8000000
,,hdf,192,write,0.9698178768157959,8000000
,,zarr,192,write,2.029331922531128,8000000
,,hdf,192,write,1.1789612770080566,8000000
,,zarr,192,write,2.0723392963409424,8000000
,,hdf,192,write,1.5211546421051025,8000000
,,zarr,192,write,2.1463961601257324,8000000
,,hdf,192,write,1.5269689559936523,8000000
,,zarr,192,write,2.278599739074707,8000000
,,hdf,192,write,0.8469908237457275,8000000
,,zarr,192,write,2.2003674507141113,8000000
,,hdf,192,write,1.14701509475708,8000000
,,zarr,192,write,2.1309540271759033,8000000
,,hdf,192,write,0.8144629001617432,8000000
,,zarr,192,write,2.2818353176116943,8000000
,,hdf,192,write,1.4682121276855469,8000000
,,zarr,192,write,10.330730676651001,8000000
,,hdf,192,write,1.524947166442871,8000000
,,zarr,192,write,2.6899235248565674,8000000
,,hdf,192,write,0.9546308517456055,8000000
,,zarr,192,write,2.4857468605041504,8000000
,,hdf,192,write,1.4795455932617188,8000000
,,zarr,192,write,2.7459371089935303,8000000
,,hdf,192,write,1.520510196685791,8000000
,,zarr,192,write,2.4501538276672363,8000000
,,hdf,192,write,0.9404003620147705,8000000
,,zarr,192,write,2.325208902359009,8000000
,,hdf,192,write,0.9516878128051758,8000000
,,zarr,192,write,2.5325398445129395,8000000
,,hdf,192,write,1.5058491230010986,8000000
,,zarr,192,write,2.7169084548950195,8000000
,,hdf,192,write,0.9266061782836914,8000000
,,zarr,192,write,2.707724094390869,8000000
,,hdf,192,write,1.6253750324249268,8000000
,,zarr,192,write,2.7998766899108887,8000000
,,hdf,192,write,1.5180139541625977,8000000
,,zarr,192,write,2.9405293464660645,8000000
,,hdf,192,write,0.9784128665924072,8000000
,,zarr,192,write,2.9318132400512695,8000000
,,hdf,192,write,1.2188775539398193,8000000
,,zarr,192,write,3.2138850688934326,8000000
,,hdf,192,write,0.784698486328125,8000000
,,zarr,192,write,2.9355876445770264,8000000
,,hdf,192,write,1.6961743831634521,8000000
,,zarr,192,write,2.532499074935913,8000000
,,hdf,192,write,0.7904231548309326,8000000
,,zarr,192,write,2.850294828414917,8000000
,,hdf,192,write,1.554426908493042,8000000
,,zarr,192,write,2.8441100120544434,8000000
,,hdf,192,write,0.8835427761077881,8000000
,,zarr,192,write,3.1302690505981445,8000000
,,hdf,192,write,2.3594157695770264,8000000
,,zarr,192,write,11.671491622924805,8000000
,,hdf,192,write,2.2996490001678467,8000000
,,zarr,192,write,3.0889527797698975,8000000
,,hdf,192,write,1.7304332256317139,8000000
,,zarr,192,write,3.268319606781006,8000000
,,hdf,192,write,2.0457379817962646,8000000
,,zarr,192,write,3.166691780090332,8000000
,,hdf,192,write,1.87148118019104,8000000
,,zarr,192,write,3.0894243717193604,8000000
