compression,compression_level,format,nprocs,operation,runtime,size_in_bytes
,,zarr,96,write,1.237309217453003,8000000
,,hdf,96,write,1.0308952331542969,8000000
,,zarr,96,write,0.9164764881134033,8000000
,,hdf,96,write,0.8632364273071289,8000000
,,zarr,96,write,0.988131046295166,8000000
,,hdf,96,write,0.5456211566925049,8000000
,,zarr,96,write,0.9102480411529541,8000000
,,hdf,96,write,0.47545933723449707,8000000
,,zarr,96,write,0.9281675815582275,8000000
,,hdf,96,write,0.9685413837432861,8000000
,,zarr,96,write,0.9729669094085693,8000000
,,hdf,96,write,2.1898484230041504,8000000
,,zarr,96,write,1.832418441772461,8000000
,,hdf,96,write,2.5401039123535156,8000000
,,zarr,96,write,0.9894487857818604,8000000
,,hdf,96,write,1.674062967300415,8000000
,,zarr,96,write,1.4030516147613525,8000000
,,hdf,96,write,2.6786346435546875,8000000
,,zarr,96,write,1.5210723876953125,8000000
,,hdf,96,write,1.5293934345245361,8000000
,,zarr,96,write,0.944256067276001,8000000
,,hdf,96,write,1.2401905059814453,8000000
,,zarr,96,write,0.9536473751068115,8000000
,,hdf,96,write,1.8231818675994873,8000000
,,zarr,96,write,0.9569509029388428,8000000
,,hdf,96,write,0.9209177494049072,8000000
,,zarr,96,write,1.0991640090942383,8000000
,,hdf,96,write,0.39243102073669434,8000000
,,zarr,96,write,1.0413763523101807,8000000
,,hdf,96,write,0.8043811321258545,8000000
,,zarr,96,write,1.1035850048065186,8000000
,,hdf,96,write,0.8312427997589111,8000000
,,zarr,96,write,1.0583267211914062,8000000
,,hdf,96,write,0.3980250358581543,8000000
,,zarr,96,write,1.2313029766082764,8000000
,,hdf,96,write,0.7629632949829102,8000000
,,zarr,96,write,1.078110933303833,8000000
,,hdf,96,write,0.8638167381286621,8000000
,,zarr,96,write,1.1224994659423828,8000000
,,hdf,96,write,0.8193678855895996,8000000
,,zarr,96,write,1.050703525543213,8000000
,,hdf,96,write,0.6651942729949951,8000000
,,zarr,96,write,1.2090163230895996,8000000
,,hdf,96,write,0.43870973587036133,8000000
,,zarr,96,write,1.1485719680786133,8000000
,,hdf,96,write,0.4686558246612549,8000000
,,zarr,96,write,1.158574104309082,8000000
,,hdf,96,write,0.9427757263183594,8000000
,,zarr,96,write,1.1601412296295166,8000000
,,hdf,96,write,0.44842958450317383,8000000
,,zarr,96,write,1.1957581043243408,8000000
,,hdf,96,write,0.6561112403869629,8000000
,,zarr,96,write,11.341498851776123,8000000
,,hdf,96,write,0.7605938911437988,8000000
,,zarr,96,write,18.813403844833374,8000000
,,hdf,96,write,1.4448699951171875,8000000
,,zarr,96,write,10.983157634735107,8000000
,,hdf,96,write,1.6152372360229492,8000000
,,zarr,96,write,3.549111843109131,8000000
,,hdf,96,write,0.513674259185791,8000000
,,zarr,96,write,1.2607343196868896,8000000
,,hdf,96,write,0.9589340686798096,8000000
,,zarr,96,write,1.1056632995605469,8000000
,,hdf,96,write,0.3409545421600342,8000000
,,zarr,96,write,1.2799642086029053,8000000
,,hdf,96,write,0.45052027702331543,8000000
,,zarr,96,write,1.2838354110717773,8000000
