compression,compression_level,format,nprocs,operation,runtime,size_in_bytes,step
,,zarr,1,write,0.0023348331451416016,800000,0
,,hdf,1,write,0.0006580352783203125,800000,0
,,zarr,1,write,0.0013270378112792969,800000,1
,,hdf,1,write,0.0004596710205078125,800000,1
,,zarr,1,write,0.001598358154296875,800000,2
,,hdf,1,write,0.00045943260192871094,800000,2
,,zarr,1,write,0.0013353824615478516,800000,3
,,hdf,1,write,0.0004591941833496094,800000,3
,,zarr,1,write,0.0013241767883300781,800000,4
,,hdf,1,write,0.00045752525329589844,800000,4
,,zarr,1,write,0.0017745494842529297,800000,5
,,hdf,1,write,0.0004544258117675781,800000,5
,,zarr,1,write,0.0013430118560791016,800000,6
,,hdf,1,write,0.0004570484161376953,800000,6
,,zarr,1,write,0.0013339519500732422,800000,7
,,hdf,1,write,0.00045680999755859375,800000,7
,,zarr,1,write,0.00131988525390625,800000,8
,,hdf,1,write,0.0004546642303466797,800000,8
,,zarr,1,write,0.0013310909271240234,800000,9
,,hdf,1,write,0.00045490264892578125,800000,9
,,zarr,1,write,0.001344442367553711,800000,10
,,hdf,1,write,0.0004611015319824219,800000,10
,,zarr,1,write,0.0013241767883300781,800000,11
,,hdf,1,write,0.000469207763671875,800000,11
,,zarr,1,write,0.0013191699981689453,800000,12
,,hdf,1,write,0.0004780292510986328,800000,12
,,zarr,1,write,0.0013079643249511719,800000,13
,,hdf,1,write,0.0004558563232421875,800000,13
,,zarr,1,write,0.0013136863708496094,800000,14
,,hdf,1,write,0.0004544258117675781,800000,14
,,zarr,1,write,0.0013155937194824219,800000,15
,,hdf,1,write,0.00045228004455566406,800000,15
,,zarr,1,write,0.0013155937194824219,800000,16
,,hdf,1,write,0.0004544258117675781,800000,16
,,zarr,1,write,0.001310586929321289,800000,17
,,hdf,1,write,0.0004496574401855469,800000,17
,,zarr,1,write,0.0013184547424316406,800000,18
,,hdf,1,write,0.00045180320739746094,800000,18
,,zarr,1,write,0.0013129711151123047,800000,19
,,hdf,1,write,0.0004551410675048828,800000,19
,,zarr,1,write,0.0013265609741210938,800000,20
,,hdf,1,write,0.0004596710205078125,800000,20
,,zarr,1,write,0.0013544559478759766,800000,21
,,hdf,1,write,0.00045013427734375,800000,21
,,zarr,1,write,0.0013184547424316406,800000,22
,,hdf,1,write,0.0004515647888183594,800000,22
,,zarr,1,write,0.0016713142395019531,800000,23
,,hdf,1,write,0.0004520416259765625,800000,23
,,zarr,1,write,0.0013284683227539062,800000,24
,,hdf,1,write,0.0004582405090332031,800000,24
,,zarr,1,write,0.0013170242309570312,800000,25
,,hdf,1,write,0.00047087669372558594,800000,25
,,zarr,1,write,0.0013012886047363281,800000,26
,,hdf,1,write,0.0004642009735107422,800000,26
,,zarr,1,write,0.0013265609741210938,800000,27
,,hdf,1,write,0.00045299530029296875,800000,27
,,zarr,1,write,0.0013103485107421875,800000,28
,,hdf,1,write,0.0004515647888183594,800000,28
,,zarr,1,write,0.0013048648834228516,800000,29
,,hdf,1,write,0.0004527568817138672,800000,29
,,zarr,1,write,0.0013129711151123047,800000,30
,,hdf,1,write,0.0004553794860839844,800000,30
,,zarr,1,write,0.0013153553009033203,800000,31
,,hdf,1,write,0.00045990943908691406,800000,31
,,zarr,1,write,0.002003908157348633,800000,32
,,hdf,1,write,0.00045490264892578125,800000,32
,,zarr,1,write,0.0013232231140136719,800000,33
,,hdf,1,write,0.0004532337188720703,800000,33
,,zarr,1,write,0.0013241767883300781,800000,34
,,hdf,1,write,0.00045561790466308594,800000,34
,,zarr,1,write,0.0013148784637451172,800000,35
,,hdf,1,write,0.0004558563232421875,800000,35
,,zarr,1,write,0.001331329345703125,800000,36
,,hdf,1,write,0.00045490264892578125,800000,36
,,zarr,1,write,0.0013294219970703125,800000,37
,,hdf,1,write,0.0004532337188720703,800000,37
,,zarr,1,write,0.0013058185577392578,800000,38
,,hdf,1,write,0.0004527568817138672,800000,38
,,zarr,1,write,0.0013167858123779297,800000,39
,,hdf,1,write,0.00045680999755859375,800000,39
,,zarr,1,write,0.0013158321380615234,800000,40
,,hdf,1,write,0.0004563331604003906,800000,40
,,zarr,1,write,0.001310110092163086,800000,41
,,hdf,1,write,0.0004742145538330078,800000,41
,,zarr,1,write,0.00131988525390625,800000,42
,,hdf,1,write,0.00045800209045410156,800000,42
,,zarr,1,write,0.0013146400451660156,800000,43
,,hdf,1,write,0.0004596710205078125,800000,43
,,zarr,1,write,0.001323699951171875,800000,44
,,hdf,1,write,0.0004601478576660156,800000,44
,,zarr,1,write,0.0013213157653808594,800000,45
,,hdf,1,write,0.00045871734619140625,800000,45
,,zarr,1,write,0.0013136863708496094,800000,46
,,hdf,1,write,0.0004589557647705078,800000,46
,,zarr,1,write,0.0013272762298583984,800000,47
,,hdf,1,write,0.0004591941833496094,800000,47
,,zarr,1,write,0.0013194084167480469,800000,48
,,hdf,1,write,0.0004553794860839844,800000,48
,,zarr,1,write,0.0013129711151123047,800000,49
,,hdf,1,write,0.0004563331604003906,800000,49
,,zarr,1,write,0.0013515949249267578,800000,50
,,hdf,1,write,0.000457763671875,800000,50
,,zarr,1,write,0.0013217926025390625,800000,51
,,hdf,1,write,0.0004620552062988281,800000,51
,,zarr,1,write,0.001323699951171875,800000,52
,,hdf,1,write,0.00046634674072265625,800000,52
,,zarr,1,write,0.001338958740234375,800000,53
,,hdf,1,write,0.00045752525329589844,800000,53
,,zarr,1,write,0.0013196468353271484,800000,54
,,hdf,1,write,0.000461578369140625,800000,54
,,zarr,1,write,0.0013091564178466797,800000,55
,,hdf,1,write,0.0004534721374511719,800000,55
,,zarr,1,write,0.0015285015106201172,800000,56
,,hdf,1,write,0.00045561790466308594,800000,56
,,zarr,1,write,0.0013189315795898438,800000,57
,,hdf,1,write,0.0004546642303466797,800000,57
,,zarr,1,write,0.0013151168823242188,800000,58
,,hdf,1,write,0.00045371055603027344,800000,58
,,zarr,1,write,0.0013039112091064453,800000,59
,,hdf,1,write,0.00045680999755859375,800000,59
,,zarr,1,write,0.0013158321380615234,800000,60
,,hdf,1,write,0.000457763671875,800000,60
,,zarr,1,write,0.0013222694396972656,800000,61
,,hdf,1,write,0.0004570484161376953,800000,61
,,zarr,1,write,0.0013120174407958984,800000,62
,,hdf,1,write,0.0004684925079345703,800000,62
