compression,compression_level,format,nprocs,operation,runtime,size_in_bytes,step
,,zarr,2,write,0.0023126602172851562,800000,0
,,hdf,2,write,0.0009276866912841797,800000,0
,,zarr,2,write,0.0016894340515136719,800000,1
,,hdf,2,write,0.0006966590881347656,800000,1
,,zarr,2,write,0.0022878646850585938,800000,2
,,hdf,2,write,0.0006928443908691406,800000,2
,,zarr,2,write,0.0016252994537353516,800000,3
,,hdf,2,write,0.0006923675537109375,800000,3
,,zarr,2,write,0.0014331340789794922,800000,4
,,hdf,2,write,0.0006868839263916016,800000,4
,,zarr,2,write,0.0014536380767822266,800000,5
,,hdf,2,write,0.0005917549133300781,800000,5
,,zarr,2,write,0.0014486312866210938,800000,6
,,hdf,2,write,0.0006875991821289062,800000,6
,,zarr,2,write,0.0014328956604003906,800000,7
,,hdf,2,write,0.0006921291351318359,800000,7
,,zarr,2,write,0.0014526844024658203,800000,8
,,hdf,2,write,0.0006887912750244141,800000,8
,,zarr,2,write,0.0014586448669433594,800000,9
,,hdf,2,write,0.0006895065307617188,800000,9
,,zarr,2,write,0.0014505386352539062,800000,10
,,hdf,2,write,0.0005202293395996094,800000,10
,,zarr,2,write,0.0014495849609375,800000,11
,,hdf,2,write,0.0007004737854003906,800000,11
,,zarr,2,write,0.0016562938690185547,800000,12
,,hdf,2,write,0.0006916522979736328,800000,12
,,zarr,2,write,0.0014460086822509766,800000,13
,,hdf,2,write,0.0006952285766601562,800000,13
,,zarr,2,write,0.0014519691467285156,800000,14
,,hdf,2,write,0.0006997585296630859,800000,14
,,zarr,2,write,0.0014603137969970703,800000,15
,,hdf,2,write,0.0005915164947509766,800000,15
,,zarr,2,write,0.0014371871948242188,800000,16
,,hdf,2,write,0.0006964206695556641,800000,16
,,zarr,2,write,0.0014405250549316406,800000,17
,,hdf,2,write,0.0006935596466064453,800000,17
,,zarr,2,write,0.0014567375183105469,800000,18
,,hdf,2,write,0.0006968975067138672,800000,18
,,zarr,2,write,0.0014445781707763672,800000,19
,,hdf,2,write,0.00069427490234375,800000,19
,,zarr,2,write,0.001890420913696289,800000,20
,,hdf,2,write,0.0006997585296630859,800000,20
,,zarr,2,write,0.0014770030975341797,800000,21
,,hdf,2,write,0.0006971359252929688,800000,21
,,zarr,2,write,0.0014564990997314453,800000,22
,,hdf,2,write,0.0007092952728271484,800000,22
,,zarr,2,write,0.0014481544494628906,800000,23
,,hdf,2,write,0.0007143020629882812,800000,23
,,zarr,2,write,0.0014526844024658203,800000,24
,,hdf,2,write,0.0007078647613525391,800000,24
,,zarr,2,write,0.0014495849609375,800000,25
,,hdf,2,write,0.0007181167602539062,800000,25
,,zarr,2,write,0.0014488697052001953,800000,26
,,hdf,2,write,0.0006160736083984375,800000,26
,,zarr,2,write,0.0014662742614746094,800000,27
,,hdf,2,write,0.0007145404815673828,800000,27
,,zarr,2,write,0.0014538764953613281,800000,28
,,hdf,2,write,0.0006964206695556641,800000,28
,,zarr,2,write,0.0014455318450927734,800000,29
,,hdf,2,write,0.0007145404815673828,800000,29
,,zarr,2,write,0.0014634132385253906,800000,30
,,hdf,2,write,0.0007054805755615234,800000,30
,,zarr,2,write,0.0014638900756835938,800000,31
,,hdf,2,write,0.0005178451538085938,800000,31
,,zarr,2,write,0.0020601749420166016,800000,32
,,hdf,2,write,0.0006961822509765625,800000,32
,,zarr,2,write,0.0014612674713134766,800000,33
,,hdf,2,write,0.0006947517395019531,800000,33
,,zarr,2,write,0.0014481544494628906,800000,34
,,hdf,2,write,0.0006968975067138672,800000,34
,,zarr,2,write,0.0014460086822509766,800000,35
,,hdf,2,write,0.0006978511810302734,800000,35
,,zarr,2,write,0.0014727115631103516,800000,36
,,hdf,2,write,0.0005669593811035156,800000,36
,,zarr,2,write,0.0014710426330566406,800000,37
,,hdf,2,write,0.0007011890411376953,800000,37
,,zarr,2,write,0.002067089080810547,800000,38
,,hdf,2,write,0.0006937980651855469,800000,38
,,zarr,2,write,0.0014624595642089844,800000,39
,,hdf,2,write,0.0006957054138183594,800000,39
,,zarr,2,write,0.0014412403106689453,800000,40
,,hdf,2,write,0.0006990432739257812,800000,40
,,zarr,2,write,0.0014438629150390625,800000,41
,,hdf,2,write,0.0007121562957763672,800000,41
,,zarr,2,write,0.0014617443084716797,800000,42
,,hdf,2,write,0.0006976127624511719,800000,42
,,zarr,2,write,0.001462697982788086,800000,43
,,hdf,2,write,0.0006923675537109375,800000,43
,,zarr,2,write,0.0014333724975585938,800000,44
,,hdf,2,write,0.0006957054138183594,800000,44
,,zarr,2,write,0.002176523208618164,800000,45
,,hdf,2,write,0.0006968975067138672,800000,45
,,zarr,2,write,0.0014486312866210938,800000,46
,,hdf,2,write,0.0007050037384033203,800000,46
,,zarr,2,write,0.0014469623565673828,800000,47
,,hdf,2,write,0.0006296634674072266,800000,47
,,zarr,2,write,0.0014336109161376953,800000,48
,,hdf,2,write,0.0006968975067138672,800000,48
,,zarr,2,write,0.0014281272888183594,800000,49
,,hdf,2,write,0.0006909370422363281,800000,49
,,zarr,2,write,0.0014221668243408203,800000,50
,,hdf,2,write,0.0006966590881347656,800000,50
,,zarr,2,write,0.0014510154724121094,800000,51
,,hdf,2,write,0.0006933212280273438,800000,51
,,zarr,2,write,0.0014185905456542969,800000,52
,,hdf,2,write,0.000514984130859375,800000,52
,,zarr,2,write,0.0014393329620361328,800000,53
,,hdf,2,write,0.0006895065307617188,800000,53
,,zarr,2,write,0.0014438629150390625,800000,54
,,hdf,2,write,0.0006918907165527344,800000,54
,,zarr,2,write,0.0014197826385498047,800000,55
,,hdf,2,write,0.0006895065307617188,800000,55
,,zarr,2,write,0.0014209747314453125,800000,56
,,hdf,2,write,0.0006933212280273438,800000,56
,,zarr,2,write,0.001430511474609375,800000,57
,,hdf,2,write,0.0005660057067871094,800000,57
,,zarr,2,write,0.0014171600341796875,800000,58
,,hdf,2,write,0.0006933212280273438,800000,58
,,zarr,2,write,0.0014338493347167969,800000,59
,,hdf,2,write,0.0006945133209228516,800000,59
,,zarr,2,write,0.0014276504516601562,800000,60
,,hdf,2,write,0.0007123947143554688,800000,60
,,zarr,2,write,0.0014243125915527344,800000,61
,,hdf,2,write,0.0007185935974121094,800000,61
,,zarr,2,write,0.0013833045959472656,800000,62
,,hdf,2,write,0.0006670951843261719,800000,62
,,zarr,2,write,0.0014390945434570312,800000,63
,,hdf,2,write,0.0007174015045166016,800000,63
,,zarr,2,write,0.0014581680297851562,800000,64
,,hdf,2,write,0.0007300376892089844,800000,64
,,zarr,2,write,0.0015716552734375,800000,65
,,hdf,2,write,0.0007262229919433594,800000,65
,,zarr,2,write,0.0027191638946533203,800000,66
,,hdf,2,write,0.0007104873657226562,800000,66
,,zarr,2,write,0.0014629364013671875,800000,67
,,hdf,2,write,0.0006954669952392578,800000,67
,,zarr,2,write,0.0014424324035644531,800000,68
,,hdf,2,write,0.0006551742553710938,800000,68
,,zarr,2,write,0.0014541149139404297,800000,69
,,hdf,2,write,0.0006868839263916016,800000,69
,,zarr,2,write,0.0014598369598388672,800000,70
,,hdf,2,write,0.0007009506225585938,800000,70
,,zarr,2,write,0.0014603137969970703,800000,71
,,hdf,2,write,0.0007028579711914062,800000,71
,,zarr,2,write,0.0014705657958984375,800000,72
,,hdf,2,write,0.000701904296875,800000,72
