compression,compression_level,format,nprocs,operation,runtime,size_in_bytes,step
,,zarr,36,write,0.33580589294433594,4000000,0
,,hdf,36,write,0.009500741958618164,4000000,0
,,zarr,36,write,0.029610633850097656,4000000,1
,,hdf,36,write,0.011008501052856445,4000000,1
,,zarr,36,write,0.02752685546875,4000000,2
,,hdf,36,write,0.010393381118774414,4000000,2
,,zarr,36,write,0.02972579002380371,4000000,3
,,hdf,36,write,0.009946107864379883,4000000,3
,,zarr,36,write,0.029502391815185547,4000000,4
,,hdf,36,write,0.009920358657836914,4000000,4
,,zarr,36,write,0.026524782180786133,4000000,5
,,hdf,36,write,0.03669285774230957,4000000,5
,,zarr,36,write,0.025162935256958008,4000000,6
,,hdf,36,write,0.014118432998657227,4000000,6
,,zarr,36,write,0.029047489166259766,4000000,7
,,hdf,36,write,0.009924173355102539,4000000,7
,,zarr,36,write,0.028177261352539062,4000000,8
,,hdf,36,write,0.009796619415283203,4000000,8
,,zarr,36,write,0.03130698204040527,4000000,9
,,hdf,36,write,0.010307788848876953,4000000,9
,,zarr,36,write,0.02926778793334961,4000000,10
,,hdf,36,write,0.010695934295654297,4000000,10
,,zarr,36,write,0.028239965438842773,4000000,11
,,hdf,36,write,0.015796422958374023,4000000,11
,,zarr,36,write,0.029024362564086914,4000000,12
,,hdf,36,write,0.010836362838745117,4000000,12
,,zarr,36,write,0.02735424041748047,4000000,13
,,hdf,36,write,0.012900590896606445,4000000,13
,,zarr,36,write,0.03147602081298828,4000000,14
,,hdf,36,write,0.010498523712158203,4000000,14
,,zarr,36,write,0.029401063919067383,4000000,15
,,hdf,36,write,0.010539531707763672,4000000,15
,,zarr,36,write,0.030353307723999023,4000000,16
,,hdf,36,write,0.016681671142578125,4000000,16
,,zarr,36,write,0.03156876564025879,4000000,17
,,hdf,36,write,0.01822209358215332,4000000,17
,,zarr,36,write,0.027745723724365234,4000000,18
,,hdf,36,write,0.010854959487915039,4000000,18
,,zarr,36,write,0.034818172454833984,4000000,19
,,hdf,36,write,0.014477729797363281,4000000,19
,,zarr,36,write,0.028104066848754883,4000000,20
,,hdf,36,write,0.009977102279663086,4000000,20
,,zarr,36,write,0.036739349365234375,4000000,21
,,hdf,36,write,0.012188911437988281,4000000,21
,,zarr,36,write,0.029902935028076172,4000000,22
,,hdf,36,write,0.022525310516357422,4000000,22
,,zarr,36,write,0.029547452926635742,4000000,23
,,hdf,36,write,0.009922266006469727,4000000,23
,,zarr,36,write,0.03457140922546387,4000000,24
,,hdf,36,write,0.1355457305908203,4000000,24
,,zarr,36,write,0.030080556869506836,4000000,25
,,hdf,36,write,0.01374363899230957,4000000,25
,,zarr,36,write,0.030978679656982422,4000000,26
,,hdf,36,write,0.010095834732055664,4000000,26
,,zarr,36,write,0.03962850570678711,4000000,27
,,hdf,36,write,0.01857924461364746,4000000,27
,,zarr,36,write,0.08205342292785645,4000000,28
,,hdf,36,write,0.015178442001342773,4000000,28
,,zarr,36,write,0.02936530113220215,4000000,29
,,hdf,36,write,0.010353565216064453,4000000,29
,,zarr,36,write,0.039716482162475586,4000000,30
,,hdf,36,write,0.0294644832611084,4000000,30
,,zarr,36,write,0.02745223045349121,4000000,31
,,hdf,36,write,0.03819704055786133,4000000,31
,,zarr,36,write,0.0299837589263916,4000000,32
,,hdf,36,write,0.06095552444458008,4000000,32
,,zarr,36,write,0.031566619873046875,4000000,33
,,hdf,36,write,0.03488564491271973,4000000,33
,,zarr,36,write,0.028127670288085938,4000000,34
,,hdf,36,write,0.03324174880981445,4000000,34
,,zarr,36,write,0.03806877136230469,4000000,35
,,hdf,36,write,0.012963056564331055,4000000,35
,,zarr,36,write,0.03212380409240723,4000000,36
,,hdf,36,write,0.030060768127441406,4000000,36
,,zarr,36,write,0.06565570831298828,4000000,37
,,hdf,36,write,0.015176773071289062,4000000,37
,,zarr,36,write,0.029189348220825195,4000000,38
,,hdf,36,write,0.04376506805419922,4000000,38
,,zarr,36,write,0.027929306030273438,4000000,39
,,hdf,36,write,0.032059669494628906,4000000,39
,,zarr,36,write,0.03594350814819336,4000000,40
,,hdf,36,write,0.027713775634765625,4000000,40
,,zarr,36,write,0.0340123176574707,4000000,41
,,hdf,36,write,0.058629751205444336,4000000,41
,,zarr,36,write,0.031647443771362305,4000000,42
,,hdf,36,write,0.022752761840820312,4000000,42
,,zarr,36,write,0.05094552040100098,4000000,43
