compression,compression_level,format,nprocs,operation,runtime,size_in_bytes,step
,,zarr,9,write,0.061510324478149414,4000000,0
,,hdf,9,write,0.0044138431549072266,4000000,0
,,zarr,9,write,0.016138792037963867,4000000,1
,,hdf,9,write,0.003066539764404297,4000000,1
,,zarr,9,write,0.01749134063720703,4000000,2
,,hdf,9,write,0.003616809844970703,4000000,2
,,zarr,9,write,0.015589475631713867,4000000,3
,,hdf,9,write,0.0035207271575927734,4000000,3
,,zarr,9,write,0.009658098220825195,4000000,4
,,hdf,9,write,0.003324270248413086,4000000,4
,,zarr,9,write,0.007142543792724609,4000000,5
,,hdf,9,write,0.003209352493286133,4000000,5
,,zarr,9,write,0.007262229919433594,4000000,6
,,hdf,9,write,0.0031440258026123047,4000000,6
,,zarr,9,write,0.0071871280670166016,4000000,7
,,hdf,9,write,0.0032749176025390625,4000000,7
,,zarr,9,write,0.00656890869140625,4000000,8
,,hdf,9,write,0.003155946731567383,4000000,8
,,zarr,9,write,0.006829023361206055,4000000,9
,,hdf,9,write,0.0031251907348632812,4000000,9
,,zarr,9,write,0.006994485855102539,4000000,10
,,hdf,9,write,0.0031321048736572266,4000000,10
,,zarr,9,write,0.007105350494384766,4000000,11
,,hdf,9,write,0.0031893253326416016,4000000,11
,,zarr,9,write,0.007399082183837891,4000000,12
,,hdf,9,write,0.003144979476928711,4000000,12
,,zarr,9,write,0.007150888442993164,4000000,13
,,hdf,9,write,0.0032193660736083984,4000000,13
,,zarr,9,write,0.006806612014770508,4000000,14
,,hdf,9,write,0.004062652587890625,4000000,14
,,zarr,9,write,0.007054328918457031,4000000,15
,,hdf,9,write,0.0030875205993652344,4000000,15
,,zarr,9,write,0.007248878479003906,4000000,16
,,hdf,9,write,0.0032095909118652344,4000000,16
,,zarr,9,write,0.00720667839050293,4000000,17
,,hdf,9,write,0.003124713897705078,4000000,17
,,zarr,9,write,0.007010459899902344,4000000,18
,,hdf,9,write,0.003284454345703125,4000000,18
,,zarr,9,write,0.00732421875,4000000,19
,,hdf,9,write,0.0032758712768554688,4000000,19
,,zarr,9,write,0.006949663162231445,4000000,20
,,hdf,9,write,0.0031828880310058594,4000000,20
,,zarr,9,write,0.0069811344146728516,4000000,21
,,hdf,9,write,0.0033996105194091797,4000000,21
,,zarr,9,write,0.0070154666900634766,4000000,22
,,hdf,9,write,0.0031795501708984375,4000000,22
,,zarr,9,write,0.006954669952392578,4000000,23
,,hdf,9,write,0.0031769275665283203,4000000,23
,,zarr,9,write,0.007134199142456055,4000000,24
,,hdf,9,write,0.004255533218383789,4000000,24
,,zarr,9,write,0.0073125362396240234,4000000,25
,,hdf,9,write,0.003114461898803711,4000000,25
,,zarr,9,write,0.006880283355712891,4000000,26
,,hdf,9,write,0.0031404495239257812,4000000,26
,,zarr,9,write,0.007062673568725586,4000000,27
,,hdf,9,write,0.003153562545776367,4000000,27
,,zarr,9,write,0.007866144180297852,4000000,28
,,hdf,9,write,0.0031909942626953125,4000000,28
,,zarr,9,write,0.00703883171081543,4000000,29
,,hdf,9,write,0.00316619873046875,4000000,29
,,zarr,9,write,0.0071489810943603516,4000000,30
,,hdf,9,write,0.0030808448791503906,4000000,30
,,zarr,9,write,0.0069806575775146484,4000000,31
,,hdf,9,write,0.004210948944091797,4000000,31
,,zarr,9,write,0.0074312686920166016,4000000,32
,,hdf,9,write,0.003148794174194336,4000000,32
,,zarr,9,write,0.007093191146850586,4000000,33
,,hdf,9,write,0.0032618045806884766,4000000,33
,,zarr,9,write,0.00706171989440918,4000000,34
,,hdf,9,write,0.0031130313873291016,4000000,34
,,zarr,9,write,0.007405996322631836,4000000,35
,,hdf,9,write,0.0031714439392089844,4000000,35
,,zarr,9,write,0.0074901580810546875,4000000,36
,,hdf,9,write,0.0031807422637939453,4000000,36
,,zarr,9,write,0.006906747817993164,4000000,37
,,hdf,9,write,0.003165006637573242,4000000,37
,,zarr,9,write,0.007292985916137695,4000000,38
,,hdf,9,write,0.00408172607421875,4000000,38
,,zarr,9,write,0.007049560546875,4000000,39
,,hdf,9,write,0.003197193145751953,4000000,39
,,zarr,9,write,0.006933689117431641,4000000,40
,,hdf,9,write,0.00319671630859375,4000000,40
,,zarr,9,write,0.007315635681152344,4000000,41
,,hdf,9,write,0.0032045841217041016,4000000,41
,,zarr,9,write,0.007059574127197266,4000000,42
,,hdf,9,write,0.0031325817108154297,4000000,42
,,zarr,9,write,0.0068607330322265625,4000000,43
,,hdf,9,write,0.003844022750854492,4000000,43
,,zarr,9,write,0.006923198699951172,4000000,44
,,hdf,9,write,0.003209352493286133,4000000,44
,,zarr,9,write,0.007360219955444336,4000000,45
,,hdf,9,write,0.0032355785369873047,4000000,45
,,zarr,9,write,0.01050567626953125,4000000,46
,,hdf,9,write,0.003227710723876953,4000000,46
,,zarr,9,write,0.007560014724731445,4000000,47
,,hdf,9,write,0.0031745433807373047,4000000,47
,,zarr,9,write,0.006968498229980469,4000000,48
,,hdf,9,write,0.0032050609588623047,4000000,48
,,zarr,9,write,0.007330656051635742,4000000,49
,,hdf,9,write,0.0031900405883789062,4000000,49
,,zarr,9,write,0.007202863693237305,4000000,50
,,hdf,9,write,0.003880739212036133,4000000,50
,,zarr,9,write,0.007098674774169922,4000000,51
,,hdf,9,write,0.0032863616943359375,4000000,51
,,zarr,9,write,0.006663322448730469,4000000,52
,,hdf,9,write,0.004088401794433594,4000000,52
,,zarr,9,write,0.007047891616821289,4000000,53
,,hdf,9,write,0.0031359195709228516,4000000,53
,,zarr,9,write,0.006723880767822266,4000000,54
,,hdf,9,write,0.0032510757446289062,4000000,54
,,zarr,9,write,0.007074117660522461,4000000,55
,,hdf,9,write,0.0033698081970214844,4000000,55
,,zarr,9,write,0.006907224655151367,4000000,56
,,hdf,9,write,0.003263235092163086,4000000,56
,,zarr,9,write,0.0074727535247802734,4000000,57
,,hdf,9,write,0.004118919372558594,4000000,57
,,zarr,9,write,0.007024288177490234,4000000,58
,,hdf,9,write,0.003233194351196289,4000000,58
,,zarr,9,write,0.006915092468261719,4000000,59
,,hdf,9,write,0.0033235549926757812,4000000,59
,,zarr,9,write,0.006791114807128906,4000000,60
,,hdf,9,write,0.0032842159271240234,4000000,60
,,zarr,9,write,0.006872653961181641,4000000,61
,,hdf,9,write,0.0032548904418945312,4000000,61
,,zarr,9,write,0.006730794906616211,4000000,62
,,hdf,9,write,0.0037164688110351562,4000000,62
,,zarr,9,write,0.03409171104431152,4000000,63
,,hdf,9,write,0.003989219665527344,4000000,63
,,zarr,9,write,0.006605625152587891,4000000,64
,,hdf,9,write,0.0033714771270751953,4000000,64
,,zarr,9,write,0.00690770149230957,4000000,65
,,hdf,9,write,0.0033979415893554688,4000000,65
,,zarr,9,write,0.0067098140716552734,4000000,66
,,hdf,9,write,0.0033216476440429688,4000000,66
,,zarr,9,write,0.006884098052978516,4000000,67
,,hdf,9,write,0.0032384395599365234,4000000,67
,,zarr,9,write,0.006657600402832031,4000000,68
,,hdf,9,write,0.0032935142517089844,4000000,68
,,zarr,9,write,0.006863832473754883,4000000,69
,,hdf,9,write,0.003565073013305664,4000000,69
,,zarr,9,write,0.009277105331420898,4000000,70
,,hdf,9,write,0.0042841434478759766,4000000,70
,,zarr,9,write,0.0069484710693359375,4000000,71
,,hdf,9,write,0.004639387130737305,4000000,71
,,zarr,9,write,0.008564949035644531,4000000,72
,,hdf,9,write,0.006545066833496094,4000000,72
,,zarr,9,write,0.008695363998413086,4000000,73
,,hdf,9,write,0.006033658981323242,4000000,73
,,zarr,9,write,0.008938789367675781,4000000,74
,,hdf,9,write,0.005442619323730469,4000000,74
,,zarr,9,write,0.010185003280639648,4000000,75
,,hdf,9,write,0.005556583404541016,4000000,75
,,zarr,9,write,0.008675813674926758,4000000,76
,,hdf,9,write,0.008744478225708008,4000000,76
,,zarr,9,write,0.009233236312866211,4000000,77
,,hdf,9,write,0.003324747085571289,4000000,77
,,zarr,9,write,0.011255264282226562,4000000,78
,,hdf,9,write,0.0031402111053466797,4000000,78
,,zarr,9,write,0.010000467300415039,4000000,79
,,hdf,9,write,0.0031642913818359375,4000000,79
,,zarr,9,write,0.010482549667358398,4000000,80
,,hdf,9,write,0.0032265186309814453,4000000,80
,,zarr,9,write,0.009955167770385742,4000000,81
,,hdf,9,write,0.0031239986419677734,4000000,81
,,zarr,9,write,0.009069442749023438,4000000,82
,,hdf,9,write,0.003213644027709961,4000000,82
,,zarr,9,write,0.00895547866821289,4000000,83
,,hdf,9,write,0.0032663345336914062,4000000,83
,,zarr,9,write,0.009500503540039062,4000000,84
,,hdf,9,write,0.0051555633544921875,4000000,84
,,zarr,9,write,0.011273860931396484,4000000,85
,,hdf,9,write,0.006675243377685547,4000000,85
,,zarr,9,write,0.008305072784423828,4000000,86
,,hdf,9,write,0.006916046142578125,4000000,86
,,zarr,9,write,0.01044464111328125,4000000,87
,,hdf,9,write,0.006202220916748047,4000000,87
,,zarr,9,write,0.00816488265991211,4000000,88
,,hdf,9,write,0.008444070816040039,4000000,88
,,zarr,9,write,0.009499311447143555,4000000,89
,,hdf,9,write,0.007790565490722656,4000000,89
,,zarr,9,write,0.009514331817626953,4000000,90
,,hdf,9,write,0.003578662872314453,4000000,90
,,zarr,9,write,0.006864786148071289,4000000,91
,,hdf,9,write,0.010908365249633789,4000000,91
,,zarr,9,write,0.015810489654541016,4000000,92
,,hdf,9,write,0.00331878662109375,4000000,92
,,zarr,9,write,0.00876307487487793,4000000,93
,,hdf,9,write,0.003572702407836914,4000000,93
,,zarr,9,write,0.009328126907348633,4000000,94
,,hdf,9,write,0.0036008358001708984,4000000,94
,,zarr,9,write,0.00865793228149414,4000000,95
,,hdf,9,write,0.003671884536743164,4000000,95
,,zarr,9,write,0.00963282585144043,4000000,96
,,hdf,9,write,0.004111051559448242,4000000,96
,,zarr,9,write,0.009644508361816406,4000000,97
,,hdf,9,write,0.004851341247558594,4000000,97
,,zarr,9,write,0.006879568099975586,4000000,98
,,hdf,9,write,0.019373416900634766,4000000,98
,,zarr,9,write,0.009819269180297852,4000000,99
,,hdf,9,write,0.003605365753173828,4000000,99
,,zarr,9,read,0.006479978561401367,4000000,0
,,hdf,9,read,0.01631927490234375,4000000,0
,,zarr,9,read,0.004449367523193359,4000000,1
,,hdf,9,read,0.002138853073120117,4000000,1
,,zarr,9,read,0.004885673522949219,4000000,2
,,hdf,9,read,0.003193378448486328,4000000,2
,,zarr,9,read,0.0075588226318359375,4000000,3
,,hdf,9,read,0.003044605255126953,4000000,3
,,zarr,9,read,0.006576061248779297,4000000,4
,,hdf,9,read,0.0033724308013916016,4000000,4
,,zarr,9,read,0.007534503936767578,4000000,5
,,hdf,9,read,0.0029866695404052734,4000000,5
,,zarr,9,read,0.006882190704345703,4000000,6
,,hdf,9,read,0.003359079360961914,4000000,6
,,zarr,9,read,0.008011102676391602,4000000,7
,,hdf,9,read,0.0029478073120117188,4000000,7
,,zarr,9,read,0.006601810455322266,4000000,8
,,hdf,9,read,0.0036401748657226562,4000000,8
,,zarr,9,read,0.007559061050415039,4000000,9
,,hdf,9,read,0.003021240234375,4000000,9
,,zarr,9,read,0.006474494934082031,4000000,10
,,hdf,9,read,0.003571033477783203,4000000,10
,,zarr,9,read,0.007892608642578125,4000000,11
,,hdf,9,read,0.0029740333557128906,4000000,11
,,zarr,9,read,0.006711721420288086,4000000,12
,,hdf,9,read,0.0034618377685546875,4000000,12
,,zarr,9,read,0.007886648178100586,4000000,13
,,hdf,9,read,0.005099058151245117,4000000,13
,,zarr,9,read,0.0064373016357421875,4000000,14
,,hdf,9,read,0.007237672805786133,4000000,14
,,zarr,9,read,0.007398128509521484,4000000,15
,,hdf,9,read,0.004470109939575195,4000000,15
,,zarr,9,read,0.0068089962005615234,4000000,16
,,hdf,9,read,0.003610849380493164,4000000,16
,,zarr,9,read,0.007812976837158203,4000000,17
,,hdf,9,read,0.0031135082244873047,4000000,17
,,zarr,9,read,0.006860494613647461,4000000,18
,,hdf,9,read,0.003248453140258789,4000000,18
,,zarr,9,read,0.007269859313964844,4000000,19
,,hdf,9,read,0.003414154052734375,4000000,19
,,zarr,9,read,0.006596803665161133,4000000,20
,,hdf,9,read,0.003724336624145508,4000000,20
,,zarr,9,read,0.007502317428588867,4000000,21
,,hdf,9,read,0.003053426742553711,4000000,21
,,zarr,9,read,0.0059337615966796875,4000000,22
,,hdf,9,read,0.0034711360931396484,4000000,22
,,zarr,9,read,0.007948637008666992,4000000,23
,,hdf,9,read,0.003153085708618164,4000000,23
,,zarr,9,read,0.006585359573364258,4000000,24
,,hdf,9,read,0.0037293434143066406,4000000,24
,,zarr,9,read,0.0072557926177978516,4000000,25
,,hdf,9,read,0.003011941909790039,4000000,25
,,zarr,9,read,0.0064623355865478516,4000000,26
,,hdf,9,read,0.0035028457641601562,4000000,26
,,zarr,9,read,0.00793600082397461,4000000,27
,,hdf,9,read,0.0029859542846679688,4000000,27
,,zarr,9,read,0.010038137435913086,4000000,28
,,hdf,9,read,0.0033135414123535156,4000000,28
,,zarr,9,read,0.007853984832763672,4000000,29
,,hdf,9,read,0.0030727386474609375,4000000,29
,,zarr,9,read,0.00666046142578125,4000000,30
,,hdf,9,read,0.003374338150024414,4000000,30
,,zarr,9,read,0.007537364959716797,4000000,31
,,hdf,9,read,0.0030889511108398438,4000000,31
,,zarr,9,read,0.006599903106689453,4000000,32
,,hdf,9,read,0.0032815933227539062,4000000,32
,,zarr,9,read,0.007910728454589844,4000000,33
,,hdf,9,read,0.003030061721801758,4000000,33
,,zarr,9,read,0.0059053897857666016,4000000,34
,,hdf,9,read,0.004910945892333984,4000000,34
,,zarr,9,read,0.0075151920318603516,4000000,35
,,hdf,9,read,0.0029942989349365234,4000000,35
,,zarr,9,read,0.00557255744934082,4000000,36
,,hdf,9,read,0.003456592559814453,4000000,36
,,zarr,9,read,0.007596015930175781,4000000,37
,,hdf,9,read,0.003082752227783203,4000000,37
,,zarr,9,read,0.006748199462890625,4000000,38
,,hdf,9,read,0.003374814987182617,4000000,38
,,zarr,9,read,0.0072994232177734375,4000000,39
,,hdf,9,read,0.003080606460571289,4000000,39
,,zarr,9,read,0.00580143928527832,4000000,40
,,hdf,9,read,0.003567218780517578,4000000,40
,,zarr,9,read,0.007410526275634766,4000000,41
,,hdf,9,read,0.0029904842376708984,4000000,41
,,zarr,9,read,0.010076284408569336,4000000,42
,,hdf,9,read,0.0036475658416748047,4000000,42
,,zarr,9,read,0.007592678070068359,4000000,43
,,hdf,9,read,0.003026723861694336,4000000,43
,,zarr,9,read,0.006568431854248047,4000000,44
,,hdf,9,read,0.003650188446044922,4000000,44
,,zarr,9,read,0.007547616958618164,4000000,45
,,hdf,9,read,0.00815725326538086,4000000,45
,,zarr,9,read,0.005837202072143555,4000000,46
,,hdf,9,read,0.009464740753173828,4000000,46
,,zarr,9,read,0.007375001907348633,4000000,47
,,hdf,9,read,0.006650686264038086,4000000,47
,,zarr,9,read,0.006575345993041992,4000000,48
,,hdf,9,read,0.003643512725830078,4000000,48
