compression,compression_level,format,nprocs,operation,runtime,size_in_bytes,step
,,zarr,36,write,1.1422860622406006,800000,0
,,hdf,36,write,0.059393882751464844,800000,0
,,zarr,36,write,0.353729248046875,800000,1
,,hdf,36,write,0.17862915992736816,800000,1
,,zarr,36,write,0.3442854881286621,800000,2
,,hdf,36,write,0.10526776313781738,800000,2
,,zarr,36,write,0.3513827323913574,800000,3
,,hdf,36,write,0.08503556251525879,800000,3
,,zarr,36,write,0.3576841354370117,800000,4
,,hdf,36,write,0.04180026054382324,800000,4
,,zarr,36,write,0.3497047424316406,800000,5
,,hdf,36,write,0.27559971809387207,800000,5
,,zarr,36,write,0.3610823154449463,800000,6
,,hdf,36,write,0.09766554832458496,800000,6
,,zarr,36,write,0.4206843376159668,800000,7
,,hdf,36,write,0.04842996597290039,800000,7
,,zarr,36,write,0.426501989364624,800000,8
,,hdf,36,write,0.07090210914611816,800000,8
,,zarr,36,write,0.34228086471557617,800000,9
,,hdf,36,write,0.016293048858642578,800000,9
,,zarr,36,write,0.35331058502197266,800000,10
,,hdf,36,write,0.023670434951782227,800000,10
,,zarr,36,write,0.37567710876464844,800000,11
,,hdf,36,write,0.017733097076416016,800000,11
,,zarr,36,write,0.34188318252563477,800000,12
,,hdf,36,write,0.04324626922607422,800000,12
,,zarr,36,write,0.3596482276916504,800000,13
,,hdf,36,write,0.02375173568725586,800000,13
,,zarr,36,write,0.3432774543762207,800000,14
,,hdf,36,write,0.14464855194091797,800000,14
,,zarr,36,write,0.40973782539367676,800000,15
,,hdf,36,write,0.017113447189331055,800000,15
,,zarr,36,write,0.39220309257507324,800000,16
,,hdf,36,write,0.12584567070007324,800000,16
,,zarr,36,write,0.35863423347473145,800000,17
,,hdf,36,write,0.03294992446899414,800000,17
,,zarr,36,write,0.3356771469116211,800000,18
,,hdf,36,write,0.03179216384887695,800000,18
,,zarr,36,write,0.3601374626159668,800000,19
,,hdf,36,write,0.03426837921142578,800000,19
,,zarr,36,write,0.3782496452331543,800000,20
,,hdf,36,write,0.018427371978759766,800000,20
,,zarr,36,write,0.374830961227417,800000,21
,,hdf,36,write,0.05715489387512207,800000,21
,,zarr,36,write,0.34723734855651855,800000,22
,,hdf,36,write,0.04759502410888672,800000,22
,,zarr,36,write,0.3712022304534912,800000,23
,,hdf,36,write,0.028818845748901367,800000,23
,,zarr,36,write,0.3634204864501953,800000,24
,,hdf,36,write,0.07818245887756348,800000,24
,,zarr,36,write,0.3649430274963379,800000,25
,,hdf,36,write,0.07449626922607422,800000,25
,,zarr,36,write,0.3635261058807373,800000,26
,,hdf,36,write,0.04546475410461426,800000,26
,,zarr,36,write,0.3581664562225342,800000,27
,,hdf,36,write,0.033257246017456055,800000,27
,,zarr,36,write,0.3517951965332031,800000,28
,,hdf,36,write,0.01674056053161621,800000,28
,,zarr,36,write,0.34665751457214355,800000,29
,,hdf,36,write,0.022554397583007812,800000,29
,,zarr,36,write,0.3710455894470215,800000,30
,,hdf,36,write,0.11130499839782715,800000,30
,,zarr,36,write,0.3611273765563965,800000,31
,,hdf,36,write,0.05262136459350586,800000,31
,,zarr,36,write,0.3547024726867676,800000,32
,,hdf,36,write,0.06103682518005371,800000,32
,,zarr,36,write,0.37161755561828613,800000,33
,,hdf,36,write,0.06265068054199219,800000,33
,,zarr,36,write,0.3477144241333008,800000,34
,,hdf,36,write,0.03652310371398926,800000,34
,,zarr,36,write,0.3758227825164795,800000,35
,,hdf,36,write,0.051888227462768555,800000,35
,,zarr,36,write,0.36406779289245605,800000,36
,,hdf,36,write,0.14824461936950684,800000,36
,,zarr,36,write,0.39870572090148926,800000,37
,,hdf,36,write,0.07557225227355957,800000,37
,,zarr,36,write,0.40122199058532715,800000,38
,,hdf,36,write,0.039821624755859375,800000,38
,,zarr,36,write,0.44123315811157227,800000,39
,,hdf,36,write,0.022208690643310547,800000,39
,,zarr,36,write,0.39135050773620605,800000,40
,,hdf,36,write,0.07494187355041504,800000,40
,,zarr,36,write,0.39060187339782715,800000,41
,,hdf,36,write,0.07549428939819336,800000,41
,,zarr,36,write,0.3388864994049072,800000,42
,,hdf,36,write,0.03824329376220703,800000,42
,,zarr,36,write,0.363147497177124,800000,43
,,hdf,36,write,0.13171744346618652,800000,43
,,zarr,36,write,0.41265296936035156,800000,44
,,hdf,36,write,0.015782833099365234,800000,44
,,zarr,36,write,0.3855440616607666,800000,45
,,hdf,36,write,0.07965636253356934,800000,45
