compression,compression_level,format,nested,nprocs,operation,runtime,size_in_bytes,step
,,zarr,True,72,write,2.1748039722442627,4000000,0
,,hdf,,72,write,0.07363247871398926,4000000,0
,,zarr,True,72,write,1.1312623023986816,4000000,1
,,hdf,,72,write,0.05855369567871094,4000000,1
,,zarr,True,72,write,1.1627376079559326,4000000,2
,,hdf,,72,write,0.13846445083618164,4000000,2
,,zarr,True,72,write,1.1367261409759521,4000000,3
,,hdf,,72,write,0.15041804313659668,4000000,3
,,zarr,True,72,write,1.1160054206848145,4000000,4
,,hdf,,72,write,0.07539820671081543,4000000,4
,,zarr,True,72,write,1.1742427349090576,4000000,5
,,hdf,,72,write,0.122528076171875,4000000,5
,,zarr,True,72,write,1.118469476699829,4000000,6
,,hdf,,72,write,0.08426260948181152,4000000,6
,,zarr,True,72,write,1.1092429161071777,4000000,7
,,hdf,,72,write,0.05749249458312988,4000000,7
,,zarr,True,72,write,1.1859514713287354,4000000,8
,,hdf,,72,write,0.15786242485046387,4000000,8
,,zarr,True,72,write,1.1611535549163818,4000000,9
,,hdf,,72,write,0.041024208068847656,4000000,9
,,zarr,True,72,write,1.0837681293487549,4000000,10
,,hdf,,72,write,0.07728338241577148,4000000,10
,,zarr,True,72,write,1.1605312824249268,4000000,11
,,hdf,,72,write,0.05467724800109863,4000000,11
,,zarr,True,72,write,1.175628900527954,4000000,12
,,hdf,,72,write,0.1499783992767334,4000000,12
,,zarr,True,72,write,1.0841329097747803,4000000,13
,,hdf,,72,write,0.06068682670593262,4000000,13
,,zarr,True,72,write,1.0896191596984863,4000000,14
,,hdf,,72,write,0.06569170951843262,4000000,14
,,zarr,True,72,write,1.1980736255645752,4000000,15
,,hdf,,72,write,0.15938854217529297,4000000,15
,,zarr,True,72,write,1.1774201393127441,4000000,16
,,hdf,,72,write,0.10597896575927734,4000000,16
,,zarr,True,72,write,1.165597677230835,4000000,17
,,hdf,,72,write,0.10208487510681152,4000000,17
,,zarr,True,72,write,1.1128089427947998,4000000,18
,,hdf,,72,write,0.17939329147338867,4000000,18
,,zarr,True,72,write,1.1492691040039062,4000000,19
,,hdf,,72,write,0.1353449821472168,4000000,19
,,zarr,True,72,write,1.1929244995117188,4000000,20
,,hdf,,72,write,0.13915634155273438,4000000,20
,,zarr,True,72,write,1.1883907318115234,4000000,21
,,hdf,,72,write,0.07288408279418945,4000000,21
,,zarr,True,72,write,1.1299965381622314,4000000,22
,,hdf,,72,write,0.07235550880432129,4000000,22
,,zarr,True,72,write,1.0931570529937744,4000000,23
,,hdf,,72,write,0.0790398120880127,4000000,23
,,zarr,True,72,write,1.0680665969848633,4000000,24
,,hdf,,72,write,0.1105043888092041,4000000,24
,,zarr,True,72,write,1.1076569557189941,4000000,25
,,hdf,,72,write,0.07930898666381836,4000000,25
,,zarr,True,72,write,1.1475982666015625,4000000,26
,,hdf,,72,write,0.08513617515563965,4000000,26
,,zarr,True,72,write,1.1016252040863037,4000000,27
,,hdf,,72,write,0.09116482734680176,4000000,27
,,zarr,True,72,write,1.123300552368164,4000000,28
,,hdf,,72,write,0.0478367805480957,4000000,28
,,zarr,True,72,write,1.1128861904144287,4000000,29
,,hdf,,72,write,0.09519267082214355,4000000,29
,,zarr,True,72,write,1.1228744983673096,4000000,30
,,hdf,,72,write,0.06856608390808105,4000000,30
,,zarr,True,72,write,1.1927907466888428,4000000,31
,,hdf,,72,write,0.07878684997558594,4000000,31
,,zarr,True,72,write,1.0793638229370117,4000000,32
,,hdf,,72,write,0.10042357444763184,4000000,32
,,zarr,True,72,write,1.113002061843872,4000000,33
,,hdf,,72,write,0.09795498847961426,4000000,33
,,zarr,True,72,write,1.154050588607788,4000000,34
,,hdf,,72,write,0.06779980659484863,4000000,34
,,zarr,True,72,write,1.1163311004638672,4000000,35
,,hdf,,72,write,0.056558847427368164,4000000,35
,,zarr,True,72,write,1.1248071193695068,4000000,36
,,hdf,,72,write,0.12865662574768066,4000000,36
