compression,compression_level,format,nested,nprocs,operation,runtime,size_in_bytes,step
,,zarr,False,18,write,1.8458530902862549,4000000,0
,,hdf,,18,write,0.04555916786193848,4000000,0
,,zarr,False,18,write,1.0231993198394775,4000000,1
,,hdf,,18,write,0.05323314666748047,4000000,1
,,zarr,False,18,write,0.9411022663116455,4000000,2
,,hdf,,18,write,0.08263325691223145,4000000,2
,,zarr,False,18,write,0.9180655479431152,4000000,3
,,hdf,,18,write,0.08159708976745605,4000000,3
,,zarr,False,18,write,0.9917197227478027,4000000,4
,,hdf,,18,write,0.0354619026184082,4000000,4
,,zarr,False,18,write,0.9740726947784424,4000000,5
,,hdf,,18,write,0.023193836212158203,4000000,5
,,zarr,False,18,write,0.9573421478271484,4000000,6
,,hdf,,18,write,0.07439208030700684,4000000,6
,,zarr,False,18,write,0.8869554996490479,4000000,7
,,hdf,,18,write,0.05440092086791992,4000000,7
,,zarr,False,18,write,0.8839678764343262,4000000,8
,,hdf,,18,write,0.07541704177856445,4000000,8
,,zarr,False,18,write,0.9420647621154785,4000000,9
,,hdf,,18,write,0.06454610824584961,4000000,9
,,zarr,False,18,write,0.9367122650146484,4000000,10
,,hdf,,18,write,0.04283714294433594,4000000,10
,,zarr,False,18,write,0.9214425086975098,4000000,11
,,hdf,,18,write,0.055283308029174805,4000000,11
,,zarr,False,18,write,0.988553524017334,4000000,12
,,hdf,,18,write,0.07710647583007812,4000000,12
,,zarr,False,18,write,0.9205536842346191,4000000,13
,,hdf,,18,write,0.025299549102783203,4000000,13
,,zarr,False,18,write,1.0055267810821533,4000000,14
,,hdf,,18,write,0.017173290252685547,4000000,14
,,zarr,False,18,write,0.9491901397705078,4000000,15
,,hdf,,18,write,0.0704035758972168,4000000,15
,,zarr,False,18,write,0.890355110168457,4000000,16
,,hdf,,18,write,0.019090890884399414,4000000,16
,,zarr,False,18,write,0.8262462615966797,4000000,17
,,hdf,,18,write,0.024041414260864258,4000000,17
,,zarr,False,18,write,0.9745917320251465,4000000,18
,,hdf,,18,write,0.03899693489074707,4000000,18
,,zarr,False,18,write,0.9680635929107666,4000000,19
,,hdf,,18,write,0.03312492370605469,4000000,19
,,zarr,False,18,write,0.9195389747619629,4000000,20
,,hdf,,18,write,0.030784130096435547,4000000,20
,,zarr,False,18,write,0.8941776752471924,4000000,21
,,hdf,,18,write,0.0815587043762207,4000000,21
,,zarr,False,18,write,0.9423131942749023,4000000,22
,,hdf,,18,write,0.016182661056518555,4000000,22
,,zarr,False,18,write,0.9383912086486816,4000000,23
,,hdf,,18,write,0.020315885543823242,4000000,23
,,zarr,False,18,write,1.0255138874053955,4000000,24
,,hdf,,18,write,0.03411984443664551,4000000,24
,,zarr,False,18,write,0.9362771511077881,4000000,25
,,hdf,,18,write,0.06646418571472168,4000000,25
,,zarr,False,18,write,1.0538914203643799,4000000,26
,,hdf,,18,write,0.04950261116027832,4000000,26
,,zarr,False,18,write,0.9204626083374023,4000000,27
,,hdf,,18,write,0.04526329040527344,4000000,27
,,zarr,False,18,write,0.8775379657745361,4000000,28
,,hdf,,18,write,0.03576183319091797,4000000,28
,,zarr,False,18,write,0.9365689754486084,4000000,29
,,hdf,,18,write,0.008328676223754883,4000000,29
,,zarr,False,18,write,0.9608395099639893,4000000,30
,,hdf,,18,write,0.021482229232788086,4000000,30
,,zarr,False,18,write,0.9590897560119629,4000000,31
,,hdf,,18,write,0.06313562393188477,4000000,31
,,zarr,False,18,write,0.9558634757995605,4000000,32
,,hdf,,18,write,0.052890777587890625,4000000,32
,,zarr,False,18,write,1.0063443183898926,4000000,33
,,hdf,,18,write,0.027083635330200195,4000000,33
,,zarr,False,18,write,0.8885860443115234,4000000,34
,,hdf,,18,write,0.06510257720947266,4000000,34
,,zarr,False,18,write,0.8995797634124756,4000000,35
,,hdf,,18,write,0.02807784080505371,4000000,35
,,zarr,False,18,write,0.8712303638458252,4000000,36
,,hdf,,18,write,0.06988978385925293,4000000,36
,,zarr,False,18,write,0.9428374767303467,4000000,37
,,hdf,,18,write,0.08061432838439941,4000000,37
,,zarr,False,18,write,0.9813997745513916,4000000,38
,,hdf,,18,write,0.02414083480834961,4000000,38
,,zarr,False,18,write,0.9793026447296143,4000000,39
,,hdf,,18,write,0.03288626670837402,4000000,39
,,zarr,False,18,write,0.9632267951965332,4000000,40
,,hdf,,18,write,0.10553693771362305,4000000,40
,,zarr,False,18,write,0.9005506038665771,4000000,41
,,hdf,,18,write,0.06660842895507812,4000000,41
,,zarr,False,18,write,0.8997657299041748,4000000,42
,,hdf,,18,write,0.035007476806640625,4000000,42
,,zarr,False,18,write,0.958646297454834,4000000,43
,,hdf,,18,write,0.03427743911743164,4000000,43
,,zarr,False,18,write,0.9760327339172363,4000000,44
,,hdf,,18,write,0.09243011474609375,4000000,44
,,zarr,False,18,write,0.9345405101776123,4000000,45
,,hdf,,18,write,0.04752016067504883,4000000,45
,,zarr,False,18,write,0.9412908554077148,4000000,46
,,hdf,,18,write,0.0776820182800293,4000000,46
,,zarr,False,18,write,0.9482400417327881,4000000,47
,,hdf,,18,write,0.05779600143432617,4000000,47
,,zarr,False,18,write,0.916529655456543,4000000,48
,,hdf,,18,write,0.03388333320617676,4000000,48
,,zarr,False,18,write,0.9559450149536133,4000000,49
,,hdf,,18,write,0.042444467544555664,4000000,49
,,zarr,False,18,write,0.9369323253631592,4000000,50
,,hdf,,18,write,0.09202980995178223,4000000,50
,,zarr,False,18,write,0.8973653316497803,4000000,51
,,hdf,,18,write,0.04131484031677246,4000000,51
,,zarr,False,18,write,0.9821147918701172,4000000,52
,,hdf,,18,write,0.030907630920410156,4000000,52
,,zarr,False,18,write,0.8779511451721191,4000000,53
,,hdf,,18,write,0.05792975425720215,4000000,53
,,zarr,False,18,write,0.8682861328125,4000000,54
,,hdf,,18,write,0.04332280158996582,4000000,54
,,zarr,False,18,write,0.9001364707946777,4000000,55
,,hdf,,18,write,0.035993337631225586,4000000,55
,,zarr,False,18,write,0.9451501369476318,4000000,56
,,hdf,,18,write,0.08752942085266113,4000000,56
,,zarr,False,18,write,0.9801216125488281,4000000,57
,,hdf,,18,write,0.03846001625061035,4000000,57
,,zarr,False,18,write,0.9476466178894043,4000000,58
,,hdf,,18,write,0.03357505798339844,4000000,58
,,zarr,False,18,write,0.8939542770385742,4000000,59
,,hdf,,18,write,0.08031415939331055,4000000,59
,,zarr,False,18,write,0.9799160957336426,4000000,60
,,hdf,,18,write,0.027453899383544922,4000000,60
,,zarr,False,18,write,0.9525761604309082,4000000,61
,,hdf,,18,write,0.03689694404602051,4000000,61
,,zarr,False,18,write,0.8882622718811035,4000000,62
,,hdf,,18,write,0.03690743446350098,4000000,62
,,zarr,False,18,write,0.8559253215789795,4000000,63
,,hdf,,18,write,0.04336357116699219,4000000,63
,,zarr,False,18,write,1.0058534145355225,4000000,64
,,hdf,,18,write,0.026839494705200195,4000000,64
,,zarr,False,18,write,0.9722282886505127,4000000,65
,,hdf,,18,write,0.1367347240447998,4000000,65
,,zarr,False,18,write,0.9333055019378662,4000000,66
,,hdf,,18,write,0.08115196228027344,4000000,66
,,zarr,False,18,write,0.9487299919128418,4000000,67
,,hdf,,18,write,0.022422313690185547,4000000,67
,,zarr,False,18,write,0.9015908241271973,4000000,68
,,hdf,,18,write,0.02906060218811035,4000000,68
,,zarr,False,18,write,0.9169290065765381,4000000,69
,,hdf,,18,write,0.0447385311126709,4000000,69
