compression,compression_level,format,nprocs,operation,runtime,size_in_bytes,step
,,zarr,36,write,1.0677878856658936,800000,0
,,hdf,36,write,0.017454862594604492,800000,0
,,zarr,36,write,0.34967470169067383,800000,1
,,hdf,36,write,0.021785736083984375,800000,1
,,zarr,36,write,0.3245961666107178,800000,2
,,hdf,36,write,0.016802549362182617,800000,2
,,zarr,36,write,0.35822033882141113,800000,3
,,hdf,36,write,0.028075695037841797,800000,3
,,zarr,36,write,0.31781482696533203,800000,4
,,hdf,36,write,0.019655942916870117,800000,4
,,zarr,36,write,0.30654239654541016,800000,5
,,hdf,36,write,0.015516281127929688,800000,5
,,zarr,36,write,0.3608574867248535,800000,6
,,hdf,36,write,0.01789259910583496,800000,6
,,zarr,36,write,0.3227114677429199,800000,7
,,hdf,36,write,0.010509252548217773,800000,7
,,zarr,36,write,0.3336524963378906,800000,8
,,hdf,36,write,0.014163732528686523,800000,8
,,zarr,36,write,0.3170895576477051,800000,9
,,hdf,36,write,0.040457963943481445,800000,9
,,zarr,36,write,0.3400607109069824,800000,10
,,hdf,36,write,0.009569406509399414,800000,10
,,zarr,36,write,0.3213491439819336,800000,11
,,hdf,36,write,0.06510305404663086,800000,11
,,zarr,36,write,0.34180378913879395,800000,12
,,hdf,36,write,0.047243595123291016,800000,12
,,zarr,36,write,0.35201048851013184,800000,13
,,hdf,36,write,0.02087116241455078,800000,13
,,zarr,36,write,0.31710362434387207,800000,14
,,hdf,36,write,0.022764921188354492,800000,14
,,zarr,36,write,0.325878381729126,800000,15
,,hdf,36,write,0.011476278305053711,800000,15
,,zarr,36,write,0.3200247287750244,800000,16
,,hdf,36,write,0.042204856872558594,800000,16
,,zarr,36,write,0.3287060260772705,800000,17
,,hdf,36,write,0.0356442928314209,800000,17
,,zarr,36,write,0.34195899963378906,800000,18
,,hdf,36,write,0.0333859920501709,800000,18
,,zarr,36,write,0.3267486095428467,800000,19
,,hdf,36,write,0.015915870666503906,800000,19
,,zarr,36,write,0.3137087821960449,800000,20
,,hdf,36,write,0.03424429893493652,800000,20
,,zarr,36,write,0.3360152244567871,800000,21
,,hdf,36,write,0.016783714294433594,800000,21
,,zarr,36,write,0.3271300792694092,800000,22
,,hdf,36,write,0.03373289108276367,800000,22
,,zarr,36,write,0.34362292289733887,800000,23
,,hdf,36,write,0.014231204986572266,800000,23
,,zarr,36,write,0.3275783061981201,800000,24
,,hdf,36,write,0.03856945037841797,800000,24
,,zarr,36,write,0.3519275188446045,800000,25
,,hdf,36,write,0.018717050552368164,800000,25
,,zarr,36,write,0.34973764419555664,800000,26
,,hdf,36,write,0.0226900577545166,800000,26
,,zarr,36,write,0.37335681915283203,800000,27
,,hdf,36,write,0.021794795989990234,800000,27
,,zarr,36,write,0.36573314666748047,800000,28
,,hdf,36,write,0.012412309646606445,800000,28
,,zarr,36,write,0.3508176803588867,800000,29
,,hdf,36,write,0.050855398178100586,800000,29
,,zarr,36,write,0.34975147247314453,800000,30
,,hdf,36,write,0.024881601333618164,800000,30
,,zarr,36,write,0.3566405773162842,800000,31
,,hdf,36,write,0.037744998931884766,800000,31
,,zarr,36,write,0.35121607780456543,800000,32
,,hdf,36,write,0.28695034980773926,800000,32
,,zarr,36,write,0.3540842533111572,800000,33
,,hdf,36,write,0.017085552215576172,800000,33
,,zarr,36,write,0.35556578636169434,800000,34
,,hdf,36,write,0.022699356079101562,800000,34
,,zarr,36,write,0.34351134300231934,800000,35
,,hdf,36,write,0.05565500259399414,800000,35
,,zarr,36,write,0.3630366325378418,800000,36
,,hdf,36,write,0.016414403915405273,800000,36
