compression,compression_level,format,nested,nprocs,operation,runtime,size_in_bytes,step
,,zarr,True,9,write,0.07445120811462402,4000000,0
,,hdf,,9,write,0.003940105438232422,4000000,0
,,zarr,True,9,write,0.007391929626464844,4000000,1
,,hdf,,9,write,0.0035643577575683594,4000000,1
,,zarr,True,9,write,0.012885808944702148,4000000,2
,,hdf,,9,write,0.003068685531616211,4000000,2
,,zarr,True,9,write,0.008150815963745117,4000000,3
,,hdf,,9,write,0.0032050609588623047,4000000,3
,,zarr,True,9,write,0.007863283157348633,4000000,4
,,hdf,,9,write,0.003157377243041992,4000000,4
,,zarr,True,9,write,0.007844686508178711,4000000,5
,,hdf,,9,write,0.0031375885009765625,4000000,5
,,zarr,True,9,write,0.007995843887329102,4000000,6
,,hdf,,9,write,0.0031719207763671875,4000000,6
,,zarr,True,9,write,0.007784605026245117,4000000,7
,,hdf,,9,write,0.0032193660736083984,4000000,7
,,zarr,True,9,write,0.007949113845825195,4000000,8
,,hdf,,9,write,0.003140687942504883,4000000,8
,,zarr,True,9,write,0.00771784782409668,4000000,9
,,hdf,,9,write,0.003906726837158203,4000000,9
,,zarr,True,9,write,0.007955312728881836,4000000,10
,,hdf,,9,write,0.003173351287841797,4000000,10
,,zarr,True,9,write,0.007907629013061523,4000000,11
,,hdf,,9,write,0.003152608871459961,4000000,11
,,zarr,True,9,write,0.00764918327331543,4000000,12
,,hdf,,9,write,0.003080129623413086,4000000,12
,,zarr,True,9,write,0.007959127426147461,4000000,13
,,hdf,,9,write,0.0031223297119140625,4000000,13
,,zarr,True,9,write,0.008160829544067383,4000000,14
,,hdf,,9,write,0.004147768020629883,4000000,14
,,zarr,True,9,write,0.007872343063354492,4000000,15
,,hdf,,9,write,0.0032324790954589844,4000000,15
,,zarr,True,9,write,0.0077555179595947266,4000000,16
,,hdf,,9,write,0.003137350082397461,4000000,16
,,zarr,True,9,write,0.007897138595581055,4000000,17
,,hdf,,9,write,0.003225088119506836,4000000,17
