compression,compression_level,format,nested,nprocs,operation,runtime,size_in_bytes,step
,,zarr,True,18,write,1.7505998611450195,4000000,0
,,hdf,,18,write,0.035886526107788086,4000000,0
,,zarr,True,18,write,0.9024395942687988,4000000,1
,,hdf,,18,write,0.07590126991271973,4000000,1
,,zarr,True,18,write,0.9782772064208984,4000000,2
,,hdf,,18,write,0.051910400390625,4000000,2
,,zarr,True,18,write,0.9663264751434326,4000000,3
,,hdf,,18,write,0.048630714416503906,4000000,3
,,zarr,True,18,write,0.9736611843109131,4000000,4
,,hdf,,18,write,0.0422520637512207,4000000,4
,,zarr,True,18,write,0.8599681854248047,4000000,5
,,hdf,,18,write,0.05120110511779785,4000000,5
,,zarr,True,18,write,0.9625282287597656,4000000,6
,,hdf,,18,write,0.0675344467163086,4000000,6
,,zarr,True,18,write,0.9381389617919922,4000000,7
,,hdf,,18,write,0.03428483009338379,4000000,7
,,zarr,True,18,write,0.8945436477661133,4000000,8
,,hdf,,18,write,0.0462646484375,4000000,8
,,zarr,True,18,write,1.0088331699371338,4000000,9
,,hdf,,18,write,0.05874156951904297,4000000,9
,,zarr,True,18,write,1.043217658996582,4000000,10
,,hdf,,18,write,0.038585662841796875,4000000,10
,,zarr,True,18,write,0.9788317680358887,4000000,11
,,hdf,,18,write,0.024578571319580078,4000000,11
,,zarr,True,18,write,1.0055968761444092,4000000,12
,,hdf,,18,write,0.05293011665344238,4000000,12
,,zarr,True,18,write,1.039365530014038,4000000,13
,,hdf,,18,write,0.02838301658630371,4000000,13
,,zarr,True,18,write,1.0030579566955566,4000000,14
,,hdf,,18,write,0.036936283111572266,4000000,14
,,zarr,True,18,write,0.9095273017883301,4000000,15
,,hdf,,18,write,0.12095904350280762,4000000,15
,,zarr,True,18,write,0.9442777633666992,4000000,16
,,hdf,,18,write,0.059502363204956055,4000000,16
,,zarr,True,18,write,0.8784887790679932,4000000,17
,,hdf,,18,write,0.048880815505981445,4000000,17
,,zarr,True,18,write,0.9356024265289307,4000000,18
,,hdf,,18,write,0.05249929428100586,4000000,18
,,zarr,True,18,write,1.0882377624511719,4000000,19
,,hdf,,18,write,0.022163867950439453,4000000,19
,,zarr,True,18,write,1.0267786979675293,4000000,20
,,hdf,,18,write,0.02966904640197754,4000000,20
,,zarr,True,18,write,0.939098596572876,4000000,21
,,hdf,,18,write,0.06179332733154297,4000000,21
,,zarr,True,18,write,0.9697701930999756,4000000,22
,,hdf,,18,write,0.05994892120361328,4000000,22
,,zarr,True,18,write,0.9926011562347412,4000000,23
,,hdf,,18,write,0.019542455673217773,4000000,23
,,zarr,True,18,write,0.9277479648590088,4000000,24
,,hdf,,18,write,0.045912981033325195,4000000,24
,,zarr,True,18,write,0.9252777099609375,4000000,25
,,hdf,,18,write,0.06306743621826172,4000000,25
,,zarr,True,18,write,0.9337160587310791,4000000,26
