compression,compression_level,format,nested,nprocs,operation,runtime,size_in_bytes,step
,,zarr,False,18,write,2.5550339221954346,4000000,0
,,hdf,,18,write,0.05739927291870117,4000000,0
,,zarr,False,18,write,0.8870067596435547,4000000,1
,,hdf,,18,write,0.055118560791015625,4000000,1
,,zarr,False,18,write,0.8836281299591064,4000000,2
,,hdf,,18,write,0.06467628479003906,4000000,2
,,zarr,False,18,write,0.8929929733276367,4000000,3
,,hdf,,18,write,0.05097174644470215,4000000,3
,,zarr,False,18,write,0.8739283084869385,4000000,4
,,hdf,,18,write,0.01807379722595215,4000000,4
,,zarr,False,18,write,0.8865957260131836,4000000,5
,,hdf,,18,write,0.04478788375854492,4000000,5
,,zarr,False,18,write,0.8625826835632324,4000000,6
,,hdf,,18,write,0.06498265266418457,4000000,6
,,zarr,False,18,write,0.9408938884735107,4000000,7
,,hdf,,18,write,0.036692142486572266,4000000,7
,,zarr,False,18,write,0.9030814170837402,4000000,8
,,hdf,,18,write,0.048001766204833984,4000000,8
,,zarr,False,18,write,0.9531092643737793,4000000,9
,,hdf,,18,write,0.08763813972473145,4000000,9
,,zarr,False,18,write,0.8893635272979736,4000000,10
,,hdf,,18,write,0.020592451095581055,4000000,10
,,zarr,False,18,write,0.903918981552124,4000000,11
,,hdf,,18,write,0.02976202964782715,4000000,11
,,zarr,False,18,write,0.9261264801025391,4000000,12
,,hdf,,18,write,0.043775320053100586,4000000,12
,,zarr,False,18,write,0.8517880439758301,4000000,13
,,hdf,,18,write,0.04826807975769043,4000000,13
,,zarr,False,18,write,0.9558699131011963,4000000,14
,,hdf,,18,write,0.06514835357666016,4000000,14
,,zarr,False,18,write,0.9622774124145508,4000000,15
,,hdf,,18,write,0.08406591415405273,4000000,15
,,zarr,False,18,write,0.8139908313751221,4000000,16
,,hdf,,18,write,0.05323338508605957,4000000,16
,,zarr,False,18,write,0.9193952083587646,4000000,17
,,hdf,,18,write,0.03836393356323242,4000000,17
,,zarr,False,18,write,0.8848154544830322,4000000,18
,,hdf,,18,write,0.057186126708984375,4000000,18
,,zarr,False,18,write,0.9012796878814697,4000000,19
,,hdf,,18,write,0.026672840118408203,4000000,19
,,zarr,False,18,write,0.901580810546875,4000000,20
,,hdf,,18,write,0.0271303653717041,4000000,20
,,zarr,False,18,write,0.9665820598602295,4000000,21
,,hdf,,18,write,0.04207611083984375,4000000,21
,,zarr,False,18,write,0.9039254188537598,4000000,22
,,hdf,,18,write,0.015228509902954102,4000000,22
,,zarr,False,18,write,0.8792147636413574,4000000,23
,,hdf,,18,write,0.03904151916503906,4000000,23
,,zarr,False,18,write,0.8943407535552979,4000000,24
,,hdf,,18,write,0.03871726989746094,4000000,24
,,zarr,False,18,write,0.8688850402832031,4000000,25
,,hdf,,18,write,0.07974123954772949,4000000,25
,,zarr,False,18,write,0.9229984283447266,4000000,26
,,hdf,,18,write,0.06919121742248535,4000000,26
,,zarr,False,18,write,0.8667385578155518,4000000,27
,,hdf,,18,write,0.058107614517211914,4000000,27
,,zarr,False,18,write,0.9760258197784424,4000000,28
,,hdf,,18,write,0.048868656158447266,4000000,28
,,zarr,False,18,write,0.8578672409057617,4000000,29
,,hdf,,18,write,0.03426814079284668,4000000,29
,,zarr,False,18,write,0.9469308853149414,4000000,30
,,hdf,,18,write,0.04190635681152344,4000000,30
,,zarr,False,18,write,0.866506814956665,4000000,31
,,hdf,,18,write,0.05643296241760254,4000000,31
,,zarr,False,18,write,0.8310515880584717,4000000,32
,,hdf,,18,write,0.023505687713623047,4000000,32
,,zarr,False,18,write,0.9608352184295654,4000000,33
,,hdf,,18,write,0.03327345848083496,4000000,33
,,zarr,False,18,write,0.9500484466552734,4000000,34
,,hdf,,18,write,0.06133270263671875,4000000,34
,,zarr,False,18,write,0.8418455123901367,4000000,35
,,hdf,,18,write,0.041725873947143555,4000000,35
,,zarr,False,18,write,0.840306282043457,4000000,36
,,hdf,,18,write,0.042160749435424805,4000000,36
,,zarr,False,18,write,0.9786224365234375,4000000,37
,,hdf,,18,write,0.06455445289611816,4000000,37
,,zarr,False,18,write,1.0134615898132324,4000000,38
,,hdf,,18,write,0.0478205680847168,4000000,38
,,zarr,False,18,write,0.8506650924682617,4000000,39
,,hdf,,18,write,0.02062201499938965,4000000,39
,,zarr,False,18,write,0.9355647563934326,4000000,40
,,hdf,,18,write,0.0342097282409668,4000000,40
,,zarr,False,18,write,0.8638215065002441,4000000,41
,,hdf,,18,write,0.050843000411987305,4000000,41
,,zarr,False,18,write,0.9380309581756592,4000000,42
,,hdf,,18,write,0.008974075317382812,4000000,42
,,zarr,False,18,write,0.8798699378967285,4000000,43
,,hdf,,18,write,0.0459444522857666,4000000,43
,,zarr,False,18,write,0.8692138195037842,4000000,44
,,hdf,,18,write,0.07186150550842285,4000000,44
,,zarr,False,18,write,0.9165782928466797,4000000,45
,,hdf,,18,write,0.03038477897644043,4000000,45
,,zarr,False,18,write,0.895726203918457,4000000,46
,,hdf,,18,write,0.031853437423706055,4000000,46
,,zarr,False,18,write,0.9111862182617188,4000000,47
,,hdf,,18,write,0.07931280136108398,4000000,47
,,zarr,False,18,write,0.9210057258605957,4000000,48
,,hdf,,18,write,0.018436431884765625,4000000,48
,,zarr,False,18,write,0.8936855792999268,4000000,49
,,hdf,,18,write,0.03142833709716797,4000000,49
,,zarr,False,18,write,0.9566333293914795,4000000,50
,,hdf,,18,write,0.07187914848327637,4000000,50
,,zarr,False,18,write,0.9300887584686279,4000000,51
,,hdf,,18,write,0.0302274227142334,4000000,51
,,zarr,False,18,write,0.807370662689209,4000000,52
,,hdf,,18,write,0.022817134857177734,4000000,52
,,zarr,False,18,write,0.8579463958740234,4000000,53
,,hdf,,18,write,0.055785417556762695,4000000,53
,,zarr,False,18,write,0.7970371246337891,4000000,54
,,hdf,,18,write,0.060331106185913086,4000000,54
,,zarr,False,18,write,0.9201295375823975,4000000,55
,,hdf,,18,write,0.039937734603881836,4000000,55
,,zarr,False,18,write,0.8553874492645264,4000000,56
,,hdf,,18,write,0.0762794017791748,4000000,56
,,zarr,False,18,write,0.8527731895446777,4000000,57
,,hdf,,18,write,0.05591917037963867,4000000,57
,,zarr,False,18,write,0.887580156326294,4000000,58
,,hdf,,18,write,0.028741836547851562,4000000,58
,,zarr,False,18,write,0.9120004177093506,4000000,59
,,hdf,,18,write,0.027767658233642578,4000000,59
,,zarr,False,18,write,0.85148024559021,4000000,60
,,hdf,,18,write,0.06913399696350098,4000000,60
,,zarr,False,18,write,0.9326467514038086,4000000,61
,,hdf,,18,write,0.02310347557067871,4000000,61
,,zarr,False,18,write,0.8949885368347168,4000000,62
,,hdf,,18,write,0.035935163497924805,4000000,62
,,zarr,False,18,write,0.920649528503418,4000000,63
,,hdf,,18,write,0.035535573959350586,4000000,63
,,zarr,False,18,write,0.8585155010223389,4000000,64
,,hdf,,18,write,0.03632760047912598,4000000,64
,,zarr,False,18,write,0.8745434284210205,4000000,65
,,hdf,,18,write,0.03185439109802246,4000000,65
,,zarr,False,18,write,0.877680778503418,4000000,66
,,hdf,,18,write,0.08816695213317871,4000000,66
,,zarr,False,18,write,0.8944835662841797,4000000,67
,,hdf,,18,write,0.046775102615356445,4000000,67
,,zarr,False,18,write,0.8942813873291016,4000000,68
,,hdf,,18,write,0.04193258285522461,4000000,68
,,zarr,False,18,write,0.8919351100921631,4000000,69
,,hdf,,18,write,0.0592961311340332,4000000,69
,,zarr,False,18,write,0.8599812984466553,4000000,70
,,hdf,,18,write,0.009621858596801758,4000000,70
