compression,compression_level,format,nested,nprocs,operation,runtime,size_in_bytes,step
,,zarr,False,72,write,2.453369617462158,4000000,0
,,hdf,,72,write,0.13824105262756348,4000000,0
,,zarr,False,72,write,1.1635913848876953,4000000,1
,,hdf,,72,write,0.15362763404846191,4000000,1
,,zarr,False,72,write,1.1721701622009277,4000000,2
,,hdf,,72,write,0.13083934783935547,4000000,2
,,zarr,False,72,write,1.147280216217041,4000000,3
,,hdf,,72,write,0.15122151374816895,4000000,3
,,zarr,False,72,write,1.1697630882263184,4000000,4
,,hdf,,72,write,0.1267850399017334,4000000,4
,,zarr,False,72,write,1.1935398578643799,4000000,5
,,hdf,,72,write,0.11169290542602539,4000000,5
,,zarr,False,72,write,1.186229944229126,4000000,6
,,hdf,,72,write,0.07216167449951172,4000000,6
,,zarr,False,72,write,1.1266999244689941,4000000,7
,,hdf,,72,write,0.05867457389831543,4000000,7
,,zarr,False,72,write,1.1964471340179443,4000000,8
,,hdf,,72,write,0.08692026138305664,4000000,8
,,zarr,False,72,write,1.185086965560913,4000000,9
,,hdf,,72,write,0.1255664825439453,4000000,9
,,zarr,False,72,write,1.2371702194213867,4000000,10
,,hdf,,72,write,0.09365248680114746,4000000,10
,,zarr,False,72,write,1.210312843322754,4000000,11
,,hdf,,72,write,0.09151148796081543,4000000,11
,,zarr,False,72,write,1.2322368621826172,4000000,12
,,hdf,,72,write,0.08639287948608398,4000000,12
,,zarr,False,72,write,1.1771256923675537,4000000,13
,,hdf,,72,write,0.10042834281921387,4000000,13
,,zarr,False,72,write,1.2351429462432861,4000000,14
,,hdf,,72,write,0.1054999828338623,4000000,14
,,zarr,False,72,write,1.2049667835235596,4000000,15
,,hdf,,72,write,0.148850679397583,4000000,15
,,zarr,False,72,write,1.1914632320404053,4000000,16
,,hdf,,72,write,0.10408639907836914,4000000,16
,,zarr,False,72,write,1.2603447437286377,4000000,17
,,hdf,,72,write,0.08876585960388184,4000000,17
,,zarr,False,72,write,1.2689437866210938,4000000,18
,,hdf,,72,write,0.10254430770874023,4000000,18
,,zarr,False,72,write,1.3366732597351074,4000000,19
,,hdf,,72,write,0.09719109535217285,4000000,19
,,zarr,False,72,write,1.2409641742706299,4000000,20
,,hdf,,72,write,0.14113354682922363,4000000,20
,,zarr,False,72,write,1.2381947040557861,4000000,21
,,hdf,,72,write,0.05175352096557617,4000000,21
,,zarr,False,72,write,1.2355108261108398,4000000,22
,,hdf,,72,write,0.11806678771972656,4000000,22
,,zarr,False,72,write,1.1585614681243896,4000000,23
,,hdf,,72,write,0.1164402961730957,4000000,23
,,zarr,False,72,write,1.1862316131591797,4000000,24
,,hdf,,72,write,0.04466986656188965,4000000,24
,,zarr,False,72,write,1.1832177639007568,4000000,25
,,hdf,,72,write,0.07110095024108887,4000000,25
,,zarr,False,72,write,1.3016409873962402,4000000,26
,,hdf,,72,write,0.10234427452087402,4000000,26
,,zarr,False,72,write,1.2101376056671143,4000000,27
,,hdf,,72,write,0.07737207412719727,4000000,27
,,zarr,False,72,write,1.230001449584961,4000000,28
,,hdf,,72,write,0.18569707870483398,4000000,28
,,zarr,False,72,write,1.2153737545013428,4000000,29
,,hdf,,72,write,0.10050582885742188,4000000,29
,,zarr,False,72,write,1.2130985260009766,4000000,30
,,hdf,,72,write,0.08031439781188965,4000000,30
,,zarr,False,72,write,1.2997231483459473,4000000,31
,,hdf,,72,write,0.05668926239013672,4000000,31
,,zarr,False,72,write,1.2404470443725586,4000000,32
,,hdf,,72,write,0.08167243003845215,4000000,32
,,zarr,False,72,write,1.2492899894714355,4000000,33
,,hdf,,72,write,0.0776522159576416,4000000,33
,,zarr,False,72,write,1.239966630935669,4000000,34
,,hdf,,72,write,0.10557818412780762,4000000,34
,,zarr,False,72,write,1.249706745147705,4000000,35
,,hdf,,72,write,0.06631755828857422,4000000,35
,,zarr,False,72,write,1.237440586090088,4000000,36
,,hdf,,72,write,0.08825325965881348,4000000,36
,,zarr,False,72,write,1.262805461883545,4000000,37
,,hdf,,72,write,0.1121823787689209,4000000,37
,,zarr,False,72,write,1.2043495178222656,4000000,38
,,hdf,,72,write,0.13426661491394043,4000000,38
,,zarr,False,72,write,1.4651875495910645,4000000,39
,,hdf,,72,write,0.13197755813598633,4000000,39
,,zarr,False,72,write,1.2951853275299072,4000000,40
,,hdf,,72,write,0.05420494079589844,4000000,40
,,zarr,False,72,write,1.1888761520385742,4000000,41
,,hdf,,72,write,0.17328214645385742,4000000,41
,,zarr,False,72,write,1.255932092666626,4000000,42
,,hdf,,72,write,0.0760965347290039,4000000,42
,,zarr,False,72,write,1.2522692680358887,4000000,43
,,hdf,,72,write,0.07960915565490723,4000000,43
,,zarr,False,72,write,1.3137187957763672,4000000,44
,,hdf,,72,write,0.05459880828857422,4000000,44
,,zarr,False,72,write,1.349144458770752,4000000,45
,,hdf,,72,write,0.11121892929077148,4000000,45
,,zarr,False,72,write,1.2896208763122559,4000000,46
,,hdf,,72,write,0.10011458396911621,4000000,46
,,zarr,False,72,write,1.2253007888793945,4000000,47
,,hdf,,72,write,0.20586156845092773,4000000,47
,,zarr,False,72,write,1.273277759552002,4000000,48
,,hdf,,72,write,0.08711957931518555,4000000,48
,,zarr,False,72,write,1.2958893775939941,4000000,49
,,hdf,,72,write,0.39934873580932617,4000000,49
,,zarr,False,72,write,1.3128700256347656,4000000,50
,,hdf,,72,write,0.11312580108642578,4000000,50
,,zarr,False,72,write,1.2775037288665771,4000000,51
,,hdf,,72,write,0.07131552696228027,4000000,51
,,zarr,False,72,write,1.3119535446166992,4000000,52
,,hdf,,72,write,0.23031926155090332,4000000,52
,,zarr,False,72,write,1.3198401927947998,4000000,53
,,hdf,,72,write,0.11994028091430664,4000000,53
,,zarr,False,72,write,1.2820866107940674,4000000,54
,,hdf,,72,write,0.08756375312805176,4000000,54
,,zarr,False,72,write,1.2045707702636719,4000000,55
,,hdf,,72,write,0.10907363891601562,4000000,55
,,zarr,False,72,write,1.321817398071289,4000000,56
,,hdf,,72,write,0.08718466758728027,4000000,56
,,zarr,False,72,write,1.274463176727295,4000000,57
,,hdf,,72,write,0.10743212699890137,4000000,57
,,zarr,False,72,write,1.2930421829223633,4000000,58
,,hdf,,72,write,0.08035635948181152,4000000,58
,,zarr,False,72,write,1.25547194480896,4000000,59
,,hdf,,72,write,0.10225152969360352,4000000,59
,,zarr,False,72,write,1.1843855381011963,4000000,60
,,hdf,,72,write,0.10971665382385254,4000000,60
,,zarr,False,72,write,1.2693321704864502,4000000,61
,,hdf,,72,write,0.1071770191192627,4000000,61
,,zarr,False,72,write,1.2492685317993164,4000000,62
,,hdf,,72,write,0.5249021053314209,4000000,62
,,zarr,False,72,write,1.2808516025543213,4000000,63
,,hdf,,72,write,0.09455537796020508,4000000,63
,,zarr,False,72,write,1.278386116027832,4000000,64
,,hdf,,72,write,0.11548304557800293,4000000,64
,,zarr,False,72,write,1.2697296142578125,4000000,65
,,hdf,,72,write,0.11462712287902832,4000000,65
,,zarr,False,72,write,1.258131504058838,4000000,66
,,hdf,,72,write,0.10869789123535156,4000000,66
,,zarr,False,72,write,1.269580364227295,4000000,67
,,hdf,,72,write,0.09989356994628906,4000000,67
,,zarr,False,72,write,1.307645559310913,4000000,68
,,hdf,,72,write,0.10137772560119629,4000000,68
,,zarr,False,72,write,1.347834825515747,4000000,69
,,hdf,,72,write,0.0853731632232666,4000000,69
,,zarr,False,72,write,1.2826547622680664,4000000,70
,,hdf,,72,write,0.08092951774597168,4000000,70
,,zarr,False,72,write,1.3546581268310547,4000000,71
,,hdf,,72,write,0.0792396068572998,4000000,71
,,zarr,False,72,write,1.2901206016540527,4000000,72
,,hdf,,72,write,0.13624954223632812,4000000,72
,,zarr,False,72,write,1.276916742324829,4000000,73
,,hdf,,72,write,0.07269144058227539,4000000,73
,,zarr,False,72,write,1.2733938694000244,4000000,74
,,hdf,,72,write,0.08374762535095215,4000000,74
,,zarr,False,72,write,1.328298568725586,4000000,75
,,hdf,,72,write,0.11423730850219727,4000000,75
,,zarr,False,72,write,1.3616840839385986,4000000,76
,,hdf,,72,write,0.14668965339660645,4000000,76
,,zarr,False,72,write,1.3089170455932617,4000000,77
,,hdf,,72,write,0.09770536422729492,4000000,77
,,zarr,False,72,write,1.344325065612793,4000000,78
,,hdf,,72,write,0.08061718940734863,4000000,78
,,zarr,False,72,write,1.3013834953308105,4000000,79
,,hdf,,72,write,0.1256721019744873,4000000,79
,,zarr,False,72,write,1.3403160572052002,4000000,80
,,hdf,,72,write,0.1425485610961914,4000000,80
,,zarr,False,72,write,1.2752928733825684,4000000,81
,,hdf,,72,write,0.0770120620727539,4000000,81
,,zarr,False,72,write,1.2930636405944824,4000000,82
,,hdf,,72,write,0.09047889709472656,4000000,82
,,zarr,False,72,write,1.3428480625152588,4000000,83
,,hdf,,72,write,0.09474873542785645,4000000,83
,,zarr,False,72,write,1.298213005065918,4000000,84
,,hdf,,72,write,0.12075376510620117,4000000,84
,,zarr,False,72,write,1.2969186305999756,4000000,85
,,hdf,,72,write,0.08187198638916016,4000000,85
,,zarr,False,72,write,1.3843328952789307,4000000,86
,,hdf,,72,write,0.12125015258789062,4000000,86
,,zarr,False,72,write,1.370375394821167,4000000,87
,,hdf,,72,write,0.07721138000488281,4000000,87
,,zarr,False,72,write,1.3210833072662354,4000000,88
,,hdf,,72,write,0.15627169609069824,4000000,88
,,zarr,False,72,write,1.3360490798950195,4000000,89
,,hdf,,72,write,0.09684157371520996,4000000,89
,,zarr,False,72,write,1.324842929840088,4000000,90
,,hdf,,72,write,0.11268281936645508,4000000,90
,,zarr,False,72,write,1.410775899887085,4000000,91
,,hdf,,72,write,0.08823037147521973,4000000,91
,,zarr,False,72,write,1.361806869506836,4000000,92
,,hdf,,72,write,0.15827727317810059,4000000,92
,,zarr,False,72,write,1.3590447902679443,4000000,93
,,hdf,,72,write,0.1083061695098877,4000000,93
,,zarr,False,72,write,1.337975025177002,4000000,94
,,hdf,,72,write,0.1506359577178955,4000000,94
,,zarr,False,72,write,1.3579697608947754,4000000,95
,,hdf,,72,write,0.12173724174499512,4000000,95
,,zarr,False,72,write,1.3286592960357666,4000000,96
,,hdf,,72,write,0.10474538803100586,4000000,96
,,zarr,False,72,write,1.3090684413909912,4000000,97
,,hdf,,72,write,0.11854720115661621,4000000,97
,,zarr,False,72,write,1.3070836067199707,4000000,98
,,hdf,,72,write,0.2708699703216553,4000000,98
,,zarr,False,72,write,1.376551628112793,4000000,99
,,hdf,,72,write,0.10669589042663574,4000000,99
,,zarr,False,72,read,0.3356783390045166,4000000,0
,,hdf,,72,read,0.14186763763427734,4000000,0
,,zarr,False,72,read,1.3612825870513916,4000000,1
,,hdf,,72,read,0.07910394668579102,4000000,1
,,zarr,False,72,read,1.3544340133666992,4000000,2
,,hdf,,72,read,0.07104134559631348,4000000,2
,,zarr,False,72,read,1.3841772079467773,4000000,3
,,hdf,,72,read,0.0853877067565918,4000000,3
,,zarr,False,72,read,1.3817176818847656,4000000,4
,,hdf,,72,read,0.06963086128234863,4000000,4
,,zarr,False,72,read,1.2773618698120117,4000000,5
,,hdf,,72,read,0.09204316139221191,4000000,5
,,zarr,False,72,read,1.3407402038574219,4000000,6
,,hdf,,72,read,0.07235550880432129,4000000,6
,,zarr,False,72,read,1.3234374523162842,4000000,7
,,hdf,,72,read,0.08901643753051758,4000000,7
,,zarr,False,72,read,1.3198163509368896,4000000,8
,,hdf,,72,read,0.07550430297851562,4000000,8
,,zarr,False,72,read,1.351335048675537,4000000,9
,,hdf,,72,read,0.09093499183654785,4000000,9
,,zarr,False,72,read,1.3388135433197021,4000000,10
,,hdf,,72,read,0.0879063606262207,4000000,10
,,zarr,False,72,read,1.3441669940948486,4000000,11
,,hdf,,72,read,0.06717491149902344,4000000,11
,,zarr,False,72,read,1.316054105758667,4000000,12
,,hdf,,72,read,0.07811808586120605,4000000,12
,,zarr,False,72,read,1.3391156196594238,4000000,13
,,hdf,,72,read,0.10377120971679688,4000000,13
,,zarr,False,72,read,1.2465980052947998,4000000,14
,,hdf,,72,read,0.06746053695678711,4000000,14
,,zarr,False,72,read,1.2757258415222168,4000000,15
,,hdf,,72,read,0.12374567985534668,4000000,15
,,zarr,False,72,read,1.2810373306274414,4000000,16
,,hdf,,72,read,0.09835505485534668,4000000,16
,,zarr,False,72,read,1.3880770206451416,4000000,17
,,hdf,,72,read,0.14136910438537598,4000000,17
,,zarr,False,72,read,1.4171617031097412,4000000,18
,,hdf,,72,read,0.12525105476379395,4000000,18
,,zarr,False,72,read,1.3728280067443848,4000000,19
,,hdf,,72,read,0.1589813232421875,4000000,19
,,zarr,False,72,read,1.2714061737060547,4000000,20
,,hdf,,72,read,0.2996532917022705,4000000,20
,,zarr,False,72,read,1.3864152431488037,4000000,21
,,hdf,,72,read,0.1783299446105957,4000000,21
,,zarr,False,72,read,1.2875587940216064,4000000,22
,,hdf,,72,read,0.131394624710083,4000000,22
,,zarr,False,72,read,1.3216056823730469,4000000,23
,,hdf,,72,read,0.1498093605041504,4000000,23
,,zarr,False,72,read,1.3417274951934814,4000000,24
,,hdf,,72,read,0.1566619873046875,4000000,24
,,zarr,False,72,read,1.3301482200622559,4000000,25
,,hdf,,72,read,0.13964557647705078,4000000,25
,,zarr,False,72,read,1.3737752437591553,4000000,26
,,hdf,,72,read,0.07074522972106934,4000000,26
,,zarr,False,72,read,1.3144888877868652,4000000,27
,,hdf,,72,read,0.0877218246459961,4000000,27
,,zarr,False,72,read,1.296983003616333,4000000,28
,,hdf,,72,read,0.11355280876159668,4000000,28
,,zarr,False,72,read,1.2853851318359375,4000000,29
,,hdf,,72,read,0.14302897453308105,4000000,29
,,zarr,False,72,read,1.3193697929382324,4000000,30
,,hdf,,72,read,0.1186363697052002,4000000,30
,,zarr,False,72,read,1.3405122756958008,4000000,31
,,hdf,,72,read,0.10816836357116699,4000000,31
,,zarr,False,72,read,1.2851085662841797,4000000,32
,,hdf,,72,read,0.1708381175994873,4000000,32
,,zarr,False,72,read,1.3631587028503418,4000000,33
,,hdf,,72,read,0.11543464660644531,4000000,33
,,zarr,False,72,read,1.3676373958587646,4000000,34
,,hdf,,72,read,0.1048738956451416,4000000,34
,,zarr,False,72,read,1.3417022228240967,4000000,35
,,hdf,,72,read,0.09867620468139648,4000000,35
,,zarr,False,72,read,1.2825567722320557,4000000,36
,,hdf,,72,read,0.08909177780151367,4000000,36
,,zarr,False,72,read,1.3355400562286377,4000000,37
,,hdf,,72,read,0.09219717979431152,4000000,37
,,zarr,False,72,read,1.3817174434661865,4000000,38
,,hdf,,72,read,0.13223505020141602,4000000,38
,,zarr,False,72,read,1.3528754711151123,4000000,39
,,hdf,,72,read,0.07990002632141113,4000000,39
,,zarr,False,72,read,1.3598120212554932,4000000,40
,,hdf,,72,read,0.09449601173400879,4000000,40
,,zarr,False,72,read,1.308537483215332,4000000,41
,,hdf,,72,read,0.15192031860351562,4000000,41
,,zarr,False,72,read,1.3962314128875732,4000000,42
,,hdf,,72,read,0.07523536682128906,4000000,42
,,zarr,False,72,read,1.3834738731384277,4000000,43
,,hdf,,72,read,0.13589167594909668,4000000,43
,,zarr,False,72,read,1.4465112686157227,4000000,44
,,hdf,,72,read,0.05990028381347656,4000000,44
,,zarr,False,72,read,1.2982237339019775,4000000,45
,,hdf,,72,read,0.07734060287475586,4000000,45
,,zarr,False,72,read,1.3969223499298096,4000000,46
,,hdf,,72,read,0.08777427673339844,4000000,46
,,zarr,False,72,read,1.3709979057312012,4000000,47
,,hdf,,72,read,0.08833956718444824,4000000,47
,,zarr,False,72,read,1.2613794803619385,4000000,48
,,hdf,,72,read,0.07626819610595703,4000000,48
,,zarr,False,72,read,1.3313491344451904,4000000,49
,,hdf,,72,read,0.08469986915588379,4000000,49
,,zarr,False,72,read,1.3322901725769043,4000000,50
,,hdf,,72,read,0.06996488571166992,4000000,50
,,zarr,False,72,read,1.328829050064087,4000000,51
,,hdf,,72,read,0.06043076515197754,4000000,51
,,zarr,False,72,read,1.389888048171997,4000000,52
,,hdf,,72,read,0.06995630264282227,4000000,52
,,zarr,False,72,read,1.3532044887542725,4000000,53
,,hdf,,72,read,0.10392618179321289,4000000,53
,,zarr,False,72,read,1.3659682273864746,4000000,54
,,hdf,,72,read,0.10923123359680176,4000000,54
,,zarr,False,72,read,1.3049685955047607,4000000,55
,,hdf,,72,read,0.08284640312194824,4000000,55
,,zarr,False,72,read,1.3352868556976318,4000000,56
,,hdf,,72,read,0.1066126823425293,4000000,56
,,zarr,False,72,read,1.4718987941741943,4000000,57
,,hdf,,72,read,0.07888555526733398,4000000,57
,,zarr,False,72,read,1.3187966346740723,4000000,58
,,hdf,,72,read,0.10251164436340332,4000000,58
,,zarr,False,72,read,1.3682024478912354,4000000,59
,,hdf,,72,read,0.09130096435546875,4000000,59
,,zarr,False,72,read,1.3626630306243896,4000000,60
,,hdf,,72,read,0.11237549781799316,4000000,60
,,zarr,False,72,read,1.3281421661376953,4000000,61
,,hdf,,72,read,0.05876493453979492,4000000,61
,,zarr,False,72,read,1.3087801933288574,4000000,62
,,hdf,,72,read,0.10443472862243652,4000000,62
,,zarr,False,72,read,1.3460540771484375,4000000,63
,,hdf,,72,read,0.10150361061096191,4000000,63
,,zarr,False,72,read,1.3885865211486816,4000000,64
,,hdf,,72,read,0.10276579856872559,4000000,64
,,zarr,False,72,read,1.3084650039672852,4000000,65
,,hdf,,72,read,0.05925297737121582,4000000,65
,,zarr,False,72,read,1.3264431953430176,4000000,66
,,hdf,,72,read,0.13439202308654785,4000000,66
,,zarr,False,72,read,1.3280234336853027,4000000,67
,,hdf,,72,read,0.07416820526123047,4000000,67
,,zarr,False,72,read,1.3644073009490967,4000000,68
,,hdf,,72,read,0.07777523994445801,4000000,68
,,zarr,False,72,read,1.3403558731079102,4000000,69
,,hdf,,72,read,0.09547924995422363,4000000,69
,,zarr,False,72,read,1.3822705745697021,4000000,70
,,hdf,,72,read,0.11489462852478027,4000000,70
,,zarr,False,72,read,1.3157007694244385,4000000,71
,,hdf,,72,read,0.3312375545501709,4000000,71
,,zarr,False,72,read,1.395193338394165,4000000,72
,,hdf,,72,read,0.11412644386291504,4000000,72
,,zarr,False,72,read,1.4018659591674805,4000000,73
,,hdf,,72,read,0.13803863525390625,4000000,73
,,zarr,False,72,read,1.3310811519622803,4000000,74
,,hdf,,72,read,0.10983920097351074,4000000,74
,,zarr,False,72,read,1.2969834804534912,4000000,75
,,hdf,,72,read,0.08426332473754883,4000000,75
,,zarr,False,72,read,1.3076505661010742,4000000,76
,,hdf,,72,read,0.10358142852783203,4000000,76
,,zarr,False,72,read,1.3068299293518066,4000000,77
,,hdf,,72,read,0.08529305458068848,4000000,77
,,zarr,False,72,read,1.3847191333770752,4000000,78
,,hdf,,72,read,0.11662554740905762,4000000,78
,,zarr,False,72,read,1.3651447296142578,4000000,79
,,hdf,,72,read,0.24323105812072754,4000000,79
,,zarr,False,72,read,1.3120522499084473,4000000,80
,,hdf,,72,read,0.20390892028808594,4000000,80
,,zarr,False,72,read,1.293313980102539,4000000,81
,,hdf,,72,read,0.09149909019470215,4000000,81
,,zarr,False,72,read,1.3302865028381348,4000000,82
,,hdf,,72,read,0.07470393180847168,4000000,82
,,zarr,False,72,read,1.3086187839508057,4000000,83
,,hdf,,72,read,0.07001495361328125,4000000,83
,,zarr,False,72,read,1.4114127159118652,4000000,84
,,hdf,,72,read,0.08195781707763672,4000000,84
,,zarr,False,72,read,1.3386640548706055,4000000,85
,,hdf,,72,read,0.07590699195861816,4000000,85
,,zarr,False,72,read,1.3053839206695557,4000000,86
,,hdf,,72,read,0.1189115047454834,4000000,86
,,zarr,False,72,read,1.274329662322998,4000000,87
